#NSGA2
popsize 50
maxGen 200
numVar 8
numObj 2
numCons 7
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	13.6063
firstFrontCount	1
frontCount	50
avgEvalTime	0.270766
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.316071	0.264231	0.538948	0.98779	0.308645	0.581764	0.48264	0.145742	238.015	2004.93	0	0	0	0	0	0	0	
0.217645	0.000634657	0.816926	0.943369	0.583577	0.382056	1	0.297988	236.061	2004.71	0	0	0	0	0	0	0	
0.249222	0.0764913	0.293914	0.564096	0.403304	0.843767	0.826172	0.375929	234.336	2006.13	0	0	0	0	0	0	0	
0.27567	0.110224	0.615747	0.870124	0.265375	0.510553	0.48264	0.145742	238.29	2005.98	0	0	0	0	0	0	0	
0.217645	0.0662714	0.330069	0.943369	0.583577	0.996594	0.930723	0.476797	244.875	2006.14	0	0	0	0	0	0	0	
0.316071	0.264231	0.651073	0.870124	0.308645	0.510553	0.48264	0.145742	235.671	2006.91	0	0	0	0	0	0	0	
0.193774	0.984541	0.467197	0.906489	0.65528	0.540594	0.655595	0.961775	240.491	2006.77	0	0	0	0	0	0	0	
0.300463	0.090742	0.593019	0.744048	0.827867	0.620187	0.151459	0.784055	237.696	2007.4	0	0	0	0	0	0	0	
0.249222	0.0572562	0.293914	0.472449	0.439244	0.843767	0.826172	0.615994	232.695	2008.61	0	0	0	0	0	0	0	
0.0889307	0.702533	0.955017	0.989268	0.246028	0.7513	0.164244	0.0276309	234.784	2008.11	0	0	0	0	0	0	0	
0.521652	0.062914	0.562157	0.98384	0.3528	0.933788	0.271656	0.590453	226.986	2008.81	0	0	0	0	0	0	0	
0.521652	0.062914	0.562157	0.98384	0.631869	0.690779	0.342567	0.590453	230.534	2010.87	0	0	0	0	0	0	0	
0.217645	0.0662714	0.231826	0.943369	0.599537	0.382056	0.930723	0.462486	229.854	2016.31	0	0	0	0	0	0	0	
0.227782	0.115925	0.165691	0.477935	0.282353	0.140543	0.816	0.377475	235.909	2021.65	0	0	0	0	0	0	0	
0.232873	0.155233	0.562157	0.757119	0.631869	0.690779	0.342567	0.571525	226.752	3004.87	0	0	0	0	0	0	0	
0.217645	0.0662714	0.710653	0.943369	0.583577	0.382056	0.930723	0.476797	235.293	3004.74	0	0	0	0	0	0	0	
0.217645	0.0662714	0.790156	0.943369	0.583577	0.382056	0.930723	0.476797	234.865	3005.33	0	0	0	0	0	0	0	
0.340079	0.090742	0.593019	0.744048	0.800219	0.620187	0.151459	0.515735	242.087	3008.58	0	0	0	0	0	0	0	
0.154425	0.0662714	0.790156	0.501809	0.583577	0.382056	0.930723	0.375272	239.123	4005.91	0	0	0	0	0	0	0	
0.316071	0.264231	0.651073	0.835246	0.308645	0.510553	0.48264	0.182152	243.059	4007.17	0	0	0	0	0	0	0	
0.516846	0.385724	0.913702	0.552716	0.827257	0.371678	0.484085	0.28174	233.028	4019.73	0	0	0	0	0	0	0	
0.271126	0.062914	0.562157	0.23436	0.631869	0.690779	0.389484	0.554489	242.525	4035.57	0	0	0	0	0	0	0	
0.2523	0.849639	0.382277	0.630482	0.855861	0.28553	0.248832	0.565421	234.905	12006.8	0	0	0	0	0	0	0	
0.0889307	0.858308	0.789648	0.989268	0.246028	0.7513	0.164244	0.0276309	237.836	12009.6	0	0	0	0	0	0	0	
0.0800226	0.935844	0.997252	0.88403	0.311784	0.991245	0.60424	0.432859	241.088	12012	0	0	0	0	0	0	0	
0.52797	0.220997	0.635945	0.795167	0.154673	0.0765405	0.283093	0.635491	234.233	12027.8	0	0	0	0	0	0	0	
0	0.364668	0.0775566	0.22192	0.309532	0.746619	0.766585	0.542734	234.449	22004.9	0	0	0	0	0	0	0	
0.170302	0.720139	0.514905	0.630482	0.928337	0.527373	0.248832	0.423074	236.351	22004.6	0	0	0	0	0	0	0	
0.188154	0.743953	0.578953	0.77598	0.50888	0.288888	0.615868	0.0578418	240.451	22004.4	0	0	0	0	0	0	0	
0.00149363	0.638546	0.586812	0.744719	0.283271	0.903426	0.615868	0.0578418	238.225	22004.4	0	0	0	0	0	0	0	
0.00149363	0.743953	0.344977	0.755961	0.50888	0.903426	0.615868	0.0578418	230.708	22004.5	0	0	0	0	0	0	0	
0.0889307	0.858308	0.955017	0.989268	0.246028	0.7513	0.164244	0.0276309	233.166	22005.1	0	0	0	0	0	0	0	
0.2523	0.849639	0.547646	0.752928	0.855861	0.28553	0.248832	0.565421	235.835	22005.4	0	0	0	0	0	0	0	
0.0163001	0.141654	0.286157	0.0892651	0.717051	0.792246	0.839917	0.336499	245.559	22015.5	0	0	0	0	0	0	0	
0.919169	0.703463	0.737741	0.914543	0.12225	0.561148	0.180046	0.0206223	234.783	23021.3	0	0	0	0	0	0	0	
0.28839	0.951584	0.867603	0.539271	0.556044	0.422252	0.0561204	0.318984	232.295	24005.9	0	0	0	0	0	0	0	
0.0800226	0.935844	0.997252	0.657309	0.199568	0.909963	0.60424	0.413931	234.267	24005.8	0	0	0	0	0	0	0	
0.242963	0.951584	0.867603	0.539271	0.47955	0.227359	0.0561204	0.318984	237.616	24006.6	0	0	0	0	0	0	0	
0.322368	0.214461	0.0191585	0.9714	0.219295	0.746619	0.671184	0.441946	243.498	24010.1	0	0	0	0	0	0	0	
0.59207	0.526903	0.334522	0.852877	0.533342	0.30711	0.222292	0.0754738	229.803	24010.5	0	0	0	0	0	0	0	
0.519775	0.555481	0.338476	0.867392	0.864749	0.480958	0.424572	0.31296	234.739	24010.7	0	0	0	0	0	0	0	



#Generation 3 / 200
currentGen	3
evaluateCount	150
totalTime	39.3143
firstFrontCount	2
frontCount	49
avgEvalTime	0.235761
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.209294	0.602077	0.805221	0.855164	0.177637	0.319845	0.462983	0.526836	233.581	4.95723	0	0	0	0	0	0	0	
0.209294	0.353936	0.701538	0.855164	0.239496	0.319845	0.46364	0.526836	244.289	4.9063	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.177637	0.319845	0.236905	0.624704	239.892	5.19162	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.370536	0.319845	0.274976	0.624704	232.002	5.18967	0	0	0	0	0	0	0	
0.209294	0.602077	0.805221	0.93974	0.177637	0.454798	0.378465	0.526836	230.958	4.14646	0	0	0	0	0	0	0	
0.221611	0.500879	0.898756	0.855683	0.62247	0.500279	0.231003	0.608268	228.519	3.82572	0	0	0	0	0	0	0	
0.392459	0.512372	0.596194	0.98779	0.246787	0.581764	0.481983	0.0452029	234.749	5.97149	0	0	0	0	0	0	0	
0.197885	0.262161	0.498647	0.832484	0.799806	0.350528	1	0.828897	234.227	6.64443	0	0	0	0	0	0	0	
0.175362	0.269002	0.617885	0.840198	0.5353	0	0.410144	0.281286	229.577	6.59396	0	0	0	0	0	0	0	
0.111709	0.405135	0.825984	1	0.43066	0.649167	0.868284	0.307368	236.202	4.18772	0	0	0	0	0	0	0	
0.0889307	0.702533	0.955017	0.989268	0.456292	0.7513	0.164244	0.050196	230.664	5.25852	0	0	0	0	0	0	0	
0.0805721	0.155233	0.562157	0.757119	0.631869	0.690779	0.485156	0.571525	232.194	1003.71	0	0	0	0	0	0	0	
0.175362	0.356078	0.498647	0.878591	0.799806	0.0595792	0.117482	0.861953	230.481	1004.19	0	0	0	0	0	0	0	
0.175362	0.356078	0.498647	0.941311	0.799806	0.350528	1	0.792009	237.906	1004.51	0	0	0	0	0	0	0	
0.316071	0.264231	0.551848	0.98779	0.182515	0.559094	0.48264	0.0870017	237.354	1005.35	0	0	0	0	0	0	0	
0.156187	0.858308	0.789648	0.989268	0.246028	0.7513	0.164244	0.0276309	234.096	1005.09	0	0	0	0	0	0	0	
0.209294	0.682243	0.740802	0.855164	0.205286	0.319845	0.462983	0.795156	241.02	1006.12	0	0	0	0	0	0	0	
0.357894	0.356078	0.515821	0.878591	0.724289	0.0595792	0.178235	0.555839	230.778	1006	0	0	0	0	0	0	0	
0.127454	0.656655	0.898756	0.855683	0.938844	0.486892	0.228339	0.596661	233.916	1007.59	0	0	0	0	0	0	0	
0.316071	0.370474	0.651073	0.87364	0.429886	0.497178	0.158819	0.76282	235.853	1008.87	0	0	0	0	0	0	0	
0.27204	0.405135	0.825984	0.719289	0.43066	0.649167	0.82557	0.563939	226.421	2004.52	0	0	0	0	0	0	0	
0.143015	0.0572562	0.493737	0.472449	0.439244	0.936336	0.826172	0.615994	237.116	2004.58	0	0	0	0	0	0	0	
0.217645	0.0974634	0.790156	1	0.583577	0	0.0581546	0.546741	233.989	2004.09	0	0	0	0	0	0	0	
0.221611	0.500879	0.898756	0.855683	0.815368	0.421733	0.269074	0.608268	227.752	2004.74	0	0	0	0	0	0	0	
0.316071	0.264231	0.538948	0.98779	0.308645	0.581764	0.48264	0.145742	238.015	2004.93	0	0	0	0	0	0	0	
0.27567	0.110224	0.615747	0.870124	0.265375	0.510553	0.48264	0.145742	240.262	2004.98	0	0	0	0	0	0	0	
0.260011	0.0974634	0.790156	1	0.740241	0	0.240923	0.546741	233.875	2004.61	0	0	0	0	0	0	0	
0.474854	0.264231	0.783814	0.98779	0.308645	0.733204	0.48264	0.239911	226.431	2005.3	0	0	0	0	0	0	0	
0.217645	0.000634657	0.816926	0.943369	0.583577	0.382056	1	0.297988	236.061	2004.71	0	0	0	0	0	0	0	
0.17549	0.0662714	0.319337	0.943369	0.583577	1	0.925384	0.476797	239.93	2005.28	0	0	0	0	0	0	0	
0.249222	0.0764913	0.293914	0.564096	0.403304	0.843767	0.826172	0.375929	234.336	2006.13	0	0	0	0	0	0	0	
0.27567	0.110224	0.615747	0.870124	0.265375	0.510553	0.48264	0.145742	238.29	2005.98	0	0	0	0	0	0	0	
0.217645	0.0662714	0.330069	0.943369	0.583577	0.996594	0.930723	0.476797	244.875	2006.14	0	0	0	0	0	0	0	
0.249222	0.0572562	0.375909	0.472449	0.440942	0.843767	0.831511	0.615994	233.961	2006.91	0	0	0	0	0	0	0	
0.316071	0.264231	0.651073	0.870124	0.308645	0.510553	0.48264	0.145742	235.671	2006.91	0	0	0	0	0	0	0	
0.193774	0.984541	0.467197	0.906489	0.65528	0.540594	0.655595	0.961775	240.491	2006.77	0	0	0	0	0	0	0	
0.127454	0.656655	0.867481	0.790398	0.938844	0.43196	0.228339	0.596661	229.387	2006.89	0	0	0	0	0	0	0	
0.300463	0.090742	0.593019	0.744048	0.827867	0.620187	0.151459	0.784055	237.696	2007.4	0	0	0	0	0	0	0	
0.0292416	0.638546	0.577132	0.744719	0.283271	0.857876	0.670207	0.0578418	228.578	2007.61	0	0	0	0	0	0	0	
0.249222	0.0572562	0.293914	0.472449	0.439244	0.843767	0.826172	0.615994	232.695	2008.61	0	0	0	0	0	0	0	
0.521652	0.147516	0.654666	0.922872	0.393221	0.933788	0.271656	0.590453	236.239	2007.87	0	0	0	0	0	0	0	
0.0889307	0.702533	0.955017	0.989268	0.246028	0.7513	0.164244	0.0276309	234.784	2008.11	0	0	0	0	0	0	0	
0.521652	0.062914	0.562157	0.98384	0.3528	0.933788	0.271656	0.590453	226.986	2008.81	0	0	0	0	0	0	0	
0.217645	0.0662714	0.28283	0.943369	0.583577	0.996594	1	0.476797	235.292	2009.06	0	0	0	0	0	0	0	
0.250515	0.0662714	0.231826	0.943369	0.599537	0.382056	0.930723	0.462486	238.372	2010.03	0	0	0	0	0	0	0	
0.521652	0.062914	0.562157	0.98384	0.631869	0.690779	0.342567	0.590453	230.534	2010.87	0	0	0	0	0	0	0	
0.0889307	0.702533	0.986314	0.90477	0.246028	0.796851	0.164244	0.0276309	233.354	2010.72	0	0	0	0	0	0	0	
0.217645	0.0662714	0.231826	0.943369	0.599537	0.382056	0.930723	0.462486	229.854	2016.31	0	0	0	0	0	0	0	
0.227782	0.115925	0.165691	0.477935	0.282353	0.140543	0.816	0.377475	235.909	2021.65	0	0	0	0	0	0	0	
0.182481	0.155233	0.562157	0.901518	0.631869	0.690779	0.323547	0.571525	233.584	3004.05	0	0	0	0	0	0	0	



#Generation 4 / 200
currentGen	4
evaluateCount	200
totalTime	52.2386
firstFrontCount	1
frontCount	49
avgEvalTime	0.254323
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.284898	0.602077	0.805221	0.855164	0.177637	0.319845	0.274046	0.624704	229.51	5.71947	0	0	0	0	0	0	0	
0.209294	0.602077	0.805221	0.855164	0.177637	0.319845	0.462983	0.526836	233.581	4.95723	0	0	0	0	0	0	0	
0.209294	0.353936	0.701538	0.855164	0.239496	0.319845	0.46364	0.526836	244.289	4.9063	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.177637	0.319845	0.236905	0.624704	239.892	5.19162	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.370536	0.319845	0.274976	0.624704	232.002	5.18967	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	1	0.177637	0.319845	0.236905	0.58844	235.506	4.66819	0	0	0	0	0	0	0	
0.209294	0.602077	0.805221	0.93974	0.177637	0.454798	0.378465	0.526836	230.958	4.14646	0	0	0	0	0	0	0	
0.337317	0.450193	0.596194	0.98779	0.35113	0.581764	0.3976	0.65624	231.328	5.58211	0	0	0	0	0	0	0	
0.364399	0.370474	0.651073	0.861472	0.476349	0.497178	0.158819	0.76282	238.061	6.74926	0	0	0	0	0	0	0	
0.314371	0.370474	0.651073	0.87364	0.429886	0.450602	0.158819	0.76282	228.465	4.05901	0	0	0	0	0	0	0	
0.221611	0.500879	0.898756	0.855683	0.62247	0.500279	0.231003	0.608268	228.519	3.82572	0	0	0	0	0	0	0	
0.286227	0.264231	0.538948	1	0.308645	0.361278	0.48264	0.145742	232.471	8.44994	0	0	0	0	0	0	0	
0.392459	0.512372	0.596194	0.98779	0.246787	0.581764	0.481983	0.0452029	234.749	5.97149	0	0	0	0	0	0	0	
0.392459	0.617308	0.596194	0.942489	0.482658	0.563581	0.673703	0.0452029	233.074	6.44187	0	0	0	0	0	0	0	
0.197885	0.262161	0.498647	0.832484	0.799806	0.350528	1	0.828897	234.227	6.64443	0	0	0	0	0	0	0	
0.217506	0.656655	0.867481	0.780322	0.893095	0.369917	0.228339	0.530582	232.83	6.67844	0	0	0	0	0	0	0	
0.175362	0.269002	0.617885	0.840198	0.5353	0	0.410144	0.281286	229.577	6.59396	0	0	0	0	0	0	0	
0.127454	0.656655	0.898756	0.855683	0.938844	0.486892	0.326991	0.750502	237.979	7.93878	0	0	0	0	0	0	0	
0.111709	0.405135	0.825984	1	0.43066	0.649167	0.868284	0.307368	236.202	4.18772	0	0	0	0	0	0	0	
0.0889307	0.702533	0.955017	0.926581	0.296243	0.7513	0.164244	0.140136	230.924	5.78037	0	0	0	0	0	0	0	
0.0889307	0.488553	0.955017	0.989268	0.246028	0.7513	0.164244	0.340275	232.866	4.01474	0	0	0	0	0	0	0	
0.156187	0.858308	0.909854	0.989268	0.246028	0.7513	0.215286	0.0276309	230.224	6.05033	0	0	0	0	0	0	0	
0.0889307	0.702533	0.955017	0.989268	0.456292	0.7513	0.164244	0.050196	230.664	5.25852	0	0	0	0	0	0	0	
0.0805721	0.155233	0.562157	0.757119	0.631869	0.690779	0.485156	0.571525	232.194	1003.71	0	0	0	0	0	0	0	
0.0805721	0.155233	0.562157	0.741848	0.631869	0.690779	0.434114	0.571525	229.276	1003.81	0	0	0	0	0	0	0	
0.209294	0.602077	0.805221	0.93974	0.0877483	0.353153	0.378465	0.526836	233.541	1004.5	0	0	0	0	0	0	0	
0.0805721	0.155233	0.562157	0.757119	0.631869	0.690779	0.48278	0.571525	233.511	1004.37	0	0	0	0	0	0	0	
0.20835	0.269002	0.617885	0.852365	0.488837	0	0.410144	0.281286	228.855	1004.25	0	0	0	0	0	0	0	
0.175362	0.356078	0.498647	0.878591	0.799806	0.0595792	0.117482	0.861953	230.481	1004.19	0	0	0	0	0	0	0	
0.175362	0.356078	0.498647	0.941311	0.799806	0.350528	1	0.792009	237.906	1004.51	0	0	0	0	0	0	0	
0.197885	0.439155	0.471366	0.841655	0.799806	0.409554	1	0.828897	236.81	1004.8	0	0	0	0	0	0	0	
0.175362	0.178297	0.617885	0.781185	0.5353	0	0.40696	0.281286	243.375	1005.15	0	0	0	0	0	0	0	
0.316071	0.264231	0.551848	0.98779	0.182515	0.559094	0.48264	0.0870017	237.354	1005.35	0	0	0	0	0	0	0	
0.156187	0.858308	0.789648	0.989268	0.246028	0.7513	0.164244	0.0276309	234.096	1005.09	0	0	0	0	0	0	0	
0.209294	0.682243	0.740802	0.855164	0.205286	0.319845	0.462983	0.795156	241.02	1006.12	0	0	0	0	0	0	0	
0.314741	0.602077	0.700064	0.855164	0.370536	0.54033	0.274976	0.624704	239.254	1006.1	0	0	0	0	0	0	0	
0.357894	0.539998	0.515821	1	0.724289	0.0595792	0.178235	0.364392	233.088	1005.81	0	0	0	0	0	0	0	
0.357894	0.356078	0.515821	0.878591	0.724289	0.0595792	0.178235	0.555839	230.778	1006	0	0	0	0	0	0	0	
0.316071	0.264231	0.578454	0.98779	0.308645	0.581764	0.485016	0.0228382	240.211	1006.35	0	0	0	0	0	0	0	
0.0292416	0.608261	0.570658	0.744719	0.283271	0.857876	0.572681	0.175863	235.779	1006.5	0	0	0	0	0	0	0	
0.311772	0.656655	0.891248	0.855651	0.938844	0.442835	0.228339	0.596661	232.957	1006.85	0	0	0	0	0	0	0	
0.25875	0.656655	0.926024	0.855683	0.938844	0.425834	0.0260547	0.46548	242.099	1006.6	0	0	0	0	0	0	0	
0.127454	0.656655	0.898756	0.855683	0.938844	0.486892	0.228339	0.596661	233.916	1007.59	0	0	0	0	0	0	0	
0.316071	0.370474	0.651073	0.87364	0.429886	0.497178	0.158819	0.76282	235.853	1008.87	0	0	0	0	0	0	0	
0.0515423	0.636471	0.89765	0.785687	0.283271	0.857876	0.670207	0.0578418	229.368	1008.86	0	0	0	0	0	0	0	
0.210993	0.602077	0.805221	0.855164	0.038932	0.36642	0.462983	0.526836	237.023	2004.51	0	0	0	0	0	0	0	
0.27204	0.405135	0.825984	0.719289	0.43066	0.649167	0.82557	0.563939	226.421	2004.52	0	0	0	0	0	0	0	
0.143015	0.0572562	0.493737	0.472449	0.439244	0.936336	0.826172	0.615994	237.116	2004.58	0	0	0	0	0	0	0	
0.217645	0.0974634	0.790156	1	0.583577	0	0.0581546	0.546741	233.989	2004.09	0	0	0	0	0	0	0	
0.112403	0.353936	0.701538	0.765698	0.290729	0.381888	0.797285	0.526836	240.18	2004.95	0	0	0	0	0	0	0	



#Generation 5 / 200
currentGen	5
evaluateCount	250
totalTime	64.7454
firstFrontCount	1
frontCount	44
avgEvalTime	0.245831
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.335686	0.455102	0.805221	0.855164	0.177637	0.319845	0.460127	0.526836	233.837	4.40628	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.177637	0.319845	0.274046	0.624704	229.51	5.71947	0	0	0	0	0	0	0	
