#NSGA2
popsize 50
maxGen 200
numVar 8
numObj 2
numCons 7
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	13.6063
firstFrontCount	1
frontCount	50
avgEvalTime	0.270766
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.335686	0.455102	0.65938	0.847703	0.177637	0.319845	0.448821	0.526836	235.017	4.69196	0	0	0	0	0	0	0	
0.335686	0.452936	0.65938	0.847703	0.19236	0.319845	0.448821	0.577969	229.544	4.37545	0	0	0	0	0	0	0	
0.335686	0.455102	0.805221	0.855164	0.177637	0.319845	0.460127	0.526836	233.837	4.40628	0	0	0	0	0	0	0	
0.335686	0.444346	0.805221	0.855164	0.177637	0.319845	0.460127	0.528697	230.359	4.42228	0	0	0	0	0	0	0	
0.335686	0.631829	0.805221	0.855164	0.177637	0.319845	0.435344	0.459184	236.589	4.91939	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.788807	0.177637	0.319845	0.494777	0.624704	233.009	6.64538	0	0	0	0	0	0	0	
0.335686	0.455102	0.590907	0.847703	0	0.126301	0.55118	0.526836	237.638	5.55172	0	0	0	0	0	0	0	
0.265165	0.481665	0.802552	0.780107	0.159935	0.319845	0.539531	0.55779	235.283	5.35805	0	0	0	0	0	0	0	
0.368809	0.455102	0.805221	0.90787	0.187144	0.319845	0.460127	0.505451	227.281	4.64734	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.879337	0.074457	0.19471	0.462638	0.495347	237.693	5.72136	0	0	0	0	0	0	0	
0.265165	0.481665	0.802552	0.818632	0.159935	0.289129	0.446911	0.55779	230.683	5.0272	0	0	0	0	0	0	0	
0.335686	0.546645	0.786257	0.892938	0.177637	0.319845	0.460127	0.526836	232.607	4.41426	0	0	0	0	0	0	0	
0.297636	0.602077	0.700064	0.855164	0.194696	0.337224	0.45479	0.763333	231.083	5.29439	0	0	0	0	0	0	0	
0.287942	0.455102	0.805221	0.855164	0.177637	0.319845	0.34075	0.526836	234.053	4.20761	0	0	0	0	0	0	0	
0.356568	0.602077	0.700064	0.872216	0.242767	0.54033	0.486829	0.624704	232.676	4.75678	0	0	0	0	0	0	0	
0.284898	0.602077	0.759126	0.855004	0.177637	0.319845	0.543934	0.624704	234.262	4.3235	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.177637	0.319845	0.412213	0.624704	232.573	4.54136	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.289576	0.319845	0.345245	0.624704	234.815	4.67539	0	0	0	0	0	0	0	
0.284898	0.678789	0.755491	0.855164	0.177637	0.319845	0.412213	0.648588	235.306	5.33779	0	0	0	0	0	0	0	
0.300668	0.538528	0.746159	0.877713	0.329508	0.54033	0.540035	0.624704	231.387	4.31615	0	0	0	0	0	0	0	
0.291045	0.602077	0.736044	0.832311	0.329508	0.54033	0.502036	0.624704	232.126	4.60558	0	0	0	0	0	0	0	
0.296918	0.602077	0.805221	0.855164	0.177637	0.319845	0.294315	0.624704	231.898	5.26062	0	0	0	0	0	0	0	
0.296918	0.69092	0.805221	0.855164	0.181484	0.319845	0.294315	0.624704	239.06	8.99937	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.877082	0.177637	0.319845	0.494777	0.624704	237.796	4.76389	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.877082	0.0555212	0.387691	0.485151	0.624704	237.045	5.11322	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.882602	0.177637	0.439432	0.393936	0.526836	234.829	5.01148	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.877553	0.177637	0.319845	0.622047	0.624704	235.636	6.32609	0	0	0	0	0	0	0	
0.300668	0.682568	0.700064	0.893899	0.279099	0.296053	0.430148	0.624704	233.248	5.1657	0	0	0	0	0	0	0	
0.209294	0.445489	0.802552	0.780107	0.239496	0.319845	0.555897	0.55779	238.714	5.43269	0	0	0	0	0	0	0	
0.209294	0.487218	0.802552	0.780107	0.239496	0.319845	0.555897	0.55779	233.876	5.85704	0	0	0	0	0	0	0	
0.209294	0.451495	0.802552	0.780107	0.239496	0.319845	0.528754	0.55779	232.597	3.77512	0	0	0	0	0	0	0	
0.209294	0.445489	0.803508	0.780107	0.239496	0.319845	0.555897	0.56551	234.932	4.59385	0	0	0	0	0	0	0	
0.284898	0.765599	0.758347	0.872186	0.177637	0.319845	0.442442	0.634426	232.346	5.5141	0	0	0	0	0	0	0	
0.209294	0.445489	0.802552	0.780107	0.199594	0.555464	0.555897	0.553379	237.005	5.7342	0	0	0	0	0	0	0	



#Generation 11 / 200
currentGen	11
evaluateCount	550
totalTime	141.015
firstFrontCount	1
frontCount	41
avgEvalTime	0.259607
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.429158	0.496108	0.733692	0.794302	0	0.192466	0.448597	0.561153	231.342	5.53973	0	0	0	0	0	0	0	
0.450357	0.455102	0.63679	0.816805	0.059314	0.319845	0.512388	0.526836	237.053	10.9227	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.793737	0.0639865	0.319845	0.512388	0.526836	232.128	5.58088	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.829489	0.140808	0.319845	0.496734	0.557672	228.758	4.7165	0	0	0	0	0	0	0	
0.287942	0.455102	0.671562	0.731748	0.177637	0.319845	0.34075	0.526836	231.653	5.48122	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.177637	0.319845	0.460127	0.526836	237.413	6.59639	0	0	0	0	0	0	0	
0.335686	0.559451	0.587125	0.794302	0.01244	0.41392	0.448597	0.526836	236.881	8.42947	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794817	0.177637	0.319845	0.497301	0.578257	235.764	6.081	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794817	0.176895	0.319845	0.497301	0.557157	230.011	4.63162	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.843268	0.301573	0.337224	0.474001	0.567024	237.382	6.19999	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.793673	0.177174	0.319845	0.306272	0.526836	238.635	8.67182	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.90787	0.187144	0.319845	0.460127	0.505451	235.374	5.62983	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.90787	0.187144	0.330574	0.459642	0.505451	231.705	6.28014	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.855164	0.301573	0.337224	0.45479	0.763333	233.51	11.181	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.816805	0.177637	0.319845	0.460127	0.526836	235.684	4.89545	0	0	0	0	0	0	0	
0.335686	0.455102	0.655599	0.816805	0.177637	0.319845	0.460127	0.526836	231.364	4.44744	0	0	0	0	0	0	0	
0.335686	0.4445	0.509344	0.817434	0.177637	0.319845	0.460127	0.526836	229.045	4.44653	0	0	0	0	0	0	0	
0.33173	0.4445	0.492037	0.817434	0.177637	0.319845	0.365868	0.526836	237.744	6.73875	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.337224	0.45479	0.763333	231.408	5.2994	0	0	0	0	0	0	0	
0.335686	0.505896	0.587125	0.825064	0.01244	0.41392	0.448597	0.53202	237.212	5.10021	0	0	0	0	0	0	0	
0.335686	0.455102	0.522845	0.825647	0.0611601	0.319845	0.460127	0.526836	234.918	5.93953	0	0	0	0	0	0	0	
0.311453	0.481665	0.802552	0.786051	0.159935	0.33492	0.539531	0.667803	234.205	4.47114	0	0	0	0	0	0	0	
0.38181	0.602077	0.675357	0.877553	0.236513	0.319845	0.566357	0.624704	231.629	5.48584	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.255856	0.212235	0.460127	0.526836	231.318	5.58413	0	0	0	0	0	0	0	
0.376772	0.652599	0.587125	0.817369	0.119053	0.41392	0.448597	0.677586	230.821	5.13477	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.280109	0.479765	0.763333	232.656	4.77274	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.280109	0.473499	0.763333	234.762	5.45671	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.847462	0.177637	0.295308	0.434986	0.54844	232.263	4.79959	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.847703	0.177637	0.319845	0.448821	0.526836	235.017	4.69196	0	0	0	0	0	0	0	
0.335686	0.452936	0.65938	0.847703	0.19236	0.319845	0.448821	0.577969	229.544	4.37545	0	0	0	0	0	0	0	
0.335686	0.455102	0.805221	0.855164	0.177637	0.319845	0.460127	0.526836	233.837	4.40628	0	0	0	0	0	0	0	
0.335686	0.444346	0.805221	0.855164	0.177637	0.319845	0.460127	0.528697	230.359	4.42228	0	0	0	0	0	0	0	
0.335686	0.631829	0.805221	0.855164	0.177637	0.319845	0.435344	0.459184	236.589	4.91939	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.788807	0.177637	0.319845	0.494777	0.624704	233.009	6.64538	0	0	0	0	0	0	0	
0.36726	0.419733	0.621298	0.890547	0.301573	0.337224	0.45479	0.763333	230.442	4.73261	0	0	0	0	0	0	0	
0.335686	0.455102	0.590907	0.847703	0	0.126301	0.55118	0.526836	237.638	5.55172	0	0	0	0	0	0	0	
0.265165	0.481665	0.802552	0.780107	0.159935	0.319845	0.539531	0.55779	235.283	5.35805	0	0	0	0	0	0	0	
0.284843	0.443997	0.671562	0.822406	0.177637	0.185306	0.34075	0.526836	233.597	5.30601	0	0	0	0	0	0	0	
0.368809	0.455102	0.805221	0.90787	0.187144	0.319845	0.460127	0.505451	227.281	4.64734	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.879337	0.074457	0.19471	0.462638	0.495347	237.693	5.72136	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.92	0.273653	0.337224	0.446828	0.780591	239.023	7.55694	0	0	0	0	0	0	0	
0.265165	0.481665	0.802552	0.818632	0.159935	0.289129	0.446911	0.55779	230.683	5.0272	0	0	0	0	0	0	0	
0.335686	0.546645	0.786257	0.892938	0.177637	0.319845	0.460127	0.526836	232.607	4.41426	0	0	0	0	0	0	0	
0.297636	0.602077	0.700064	0.855164	0.194696	0.337224	0.45479	0.763333	231.083	5.29439	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.830628	0.177174	0.308693	0.505805	0.436084	234.868	5.08769	0	0	0	0	0	0	0	
0.287942	0.455102	0.805221	0.855164	0.177637	0.319845	0.34075	0.526836	234.053	4.20761	0	0	0	0	0	0	0	
0.356568	0.602077	0.700064	0.872216	0.242767	0.54033	0.486829	0.624704	232.676	4.75678	0	0	0	0	0	0	0	
0.284898	0.602077	0.759126	0.855004	0.177637	0.319845	0.543934	0.624704	234.262	4.3235	0	0	0	0	0	0	0	
0.284898	0.678789	0.755491	0.855164	0.177637	0.319845	0.412213	0.648588	235.306	5.33779	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.855164	0.177637	0.319845	0.412213	0.624704	232.573	4.54136	0	0	0	0	0	0	0	



#Generation 12 / 200
currentGen	12
evaluateCount	600
totalTime	153.947
firstFrontCount	1
frontCount	33
avgEvalTime	0.255859
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.429158	0.496108	0.733692	0.794302	0	0.192466	0.448597	0.561153	231.342	5.53973	0	0	0	0	0	0	0	
0.450357	0.455102	0.63679	0.816805	0.059314	0.319845	0.512388	0.526836	237.053	10.9227	0	0	0	0	0	0	0	
0.450357	0.455102	0.797185	0.816805	0.294271	0.319845	0.512388	0.60266	232.413	6.93453	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.793737	0.0639865	0.319845	0.512388	0.526836	232.128	5.58088	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.829489	0.140808	0.319845	0.496734	0.557672	228.758	4.7165	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.821124	0.0639865	0.319845	0.512388	0.526836	230.288	4.89865	0	0	0	0	0	0	0	
0.370156	0.461805	0.726424	0.794302	0.01244	0.413702	0.448597	0.496915	236.915	5.52916	0	0	0	0	0	0	0	
0.287942	0.455102	0.671562	0.731748	0.177637	0.319845	0.34075	0.526836	231.653	5.48122	0	0	0	0	0	0	0	
0.287942	0.329938	0.671562	0.731748	0.264487	0.319845	0.34075	0.526836	231.373	5.13696	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.177637	0.319845	0.460127	0.526836	237.413	6.59639	0	0	0	0	0	0	0	
0.335686	0.559451	0.587125	0.794302	0.01244	0.41392	0.448597	0.526836	236.881	8.42947	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.177637	0.288676	0.460127	0.526836	229.839	4.81386	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794817	0.177637	0.319845	0.497301	0.578257	235.764	6.081	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794817	0.176895	0.319845	0.497301	0.557157	230.011	4.63162	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.843268	0.301573	0.337224	0.474001	0.567024	237.382	6.19999	0	0	0	0	0	0	0	
0.335686	0.52169	0.805221	0.79649	0.219788	0.319845	0.460127	0.528697	230.915	4.5866	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.793673	0.177174	0.319845	0.306272	0.526836	238.635	8.67182	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.793673	0.177174	0.319845	0.306272	0.526836	237.272	5.60961	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.90787	0.187144	0.319845	0.460127	0.505451	235.374	5.62983	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.90787	0.187144	0.330574	0.459642	0.505451	231.705	6.28014	0	0	0	0	0	0	0	
0.430915	0.449543	0.805221	0.90787	0.187144	0.330574	0.459642	0.505451	233.258	4.40649	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.855164	0.301573	0.337224	0.45479	0.763333	233.51	11.181	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.816805	0.177637	0.319845	0.460127	0.526836	235.684	4.89545	0	0	0	0	0	0	0	
0.335686	0.455102	0.655599	0.816805	0.177637	0.319845	0.460127	0.526836	231.364	4.44744	0	0	0	0	0	0	0	
0.335686	0.4445	0.509344	0.817434	0.177637	0.319845	0.460127	0.526836	229.045	4.44653	0	0	0	0	0	0	0	
0.33173	0.4445	0.492037	0.817434	0.177637	0.319845	0.365868	0.526836	237.744	6.73875	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.337224	0.45479	0.763333	231.408	5.2994	0	0	0	0	0	0	0	
0.335686	0.505896	0.587125	0.825064	0.01244	0.41392	0.448597	0.53202	237.212	5.10021	0	0	0	0	0	0	0	
0.335686	0.455102	0.522845	0.825647	0.0611601	0.319845	0.460127	0.526836	234.918	5.93953	0	0	0	0	0	0	0	
0.311453	0.481665	0.802552	0.786051	0.159935	0.33492	0.539531	0.667803	234.205	4.47114	0	0	0	0	0	0	0	
0.335686	0.520724	0.587125	0.830628	0.161119	0.343914	0.505805	0.727027	232.921	4.99252	0	0	0	0	0	0	0	
0.38181	0.602077	0.675357	0.877553	0.236513	0.319845	0.566357	0.624704	231.629	5.48584	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.255856	0.212235	0.460127	0.526836	231.318	5.58413	0	0	0	0	0	0	0	
0.438308	0.455102	0.805221	0.942129	0.185236	0.29319	0.459642	0.505451	236.469	6.18843	0	0	0	0	0	0	0	
0.376772	0.652599	0.587125	0.817369	0.119053	0.41392	0.448597	0.677586	230.821	5.13477	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.280109	0.479765	0.763333	232.656	4.77274	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.280109	0.473499	0.763333	234.762	5.45671	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.847462	0.177637	0.295308	0.434986	0.54844	232.263	4.79959	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.847703	0.177637	0.319845	0.448821	0.526836	235.017	4.69196	0	0	0	0	0	0	0	
0.335686	0.452936	0.65938	0.847703	0.19236	0.319845	0.448821	0.577969	229.544	4.37545	0	0	0	0	0	0	0	
0.335686	0.455102	0.63883	0.847703	0.177637	0.319845	0.496606	0.526836	236.796	6.59352	0	0	0	0	0	0	0	
0.335686	0.455102	0.65938	0.847703	0.177637	0.319845	0.348472	0.526836	231.618	5.29265	0	0	0	0	0	0	0	
0.335686	0.455102	0.805221	0.855164	0.177637	0.319845	0.460127	0.526836	233.837	4.40628	0	0	0	0	0	0	0	
0.335686	0.444346	0.805221	0.855164	0.177637	0.319845	0.460127	0.528697	230.359	4.42228	0	0	0	0	0	0	0	
0.335686	0.631829	0.805221	0.855164	0.177637	0.319845	0.435344	0.459184	236.589	4.91939	0	0	0	0	0	0	0	
0.335686	0.407921	0.805221	0.855164	0.177637	0.319845	0.460127	0.528697	234.837	5.46061	0	0	0	0	0	0	0	
0.335686	0.496097	0.805221	0.855164	0.177637	0.266211	0.460127	0.603857	232.24	5.5209	0	0	0	0	0	0	0	
0.284898	0.602077	0.805221	0.788807	0.177637	0.319845	0.494777	0.624704	233.009	6.64538	0	0	0	0	0	0	0	
0.335686	0.505896	0.587125	0.825064	0.01244	0.41392	0.561323	0.528543	231.157	4.8415	0	0	0	0	0	0	0	
0.36726	0.419733	0.621298	0.890547	0.301573	0.337224	0.45479	0.763333	230.442	4.73261	0	0	0	0	0	0	0	



#Generation 13 / 200
currentGen	13
evaluateCount	650
totalTime	167.337
firstFrontCount	1
frontCount	34
avgEvalTime	0.264365
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.429158	0.496108	0.733692	0.794302	0	0.192466	0.448597	0.561153	231.342	5.53973	0	0	0	0	0	0	0	
0.450357	0.455102	0.63679	0.816805	0.059314	0.319845	0.512388	0.526836	237.053	10.9227	0	0	0	0	0	0	0	
0.450357	0.455102	0.797185	0.816805	0.294271	0.319845	0.512388	0.60266	232.413	6.93453	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.793737	0.0639865	0.319845	0.512388	0.526836	232.128	5.58088	0	0	0	0	0	0	0	
0.39714	0.455102	0.680594	0.793737	0.243943	0.379263	0.512388	0.672786	231.174	5.64964	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.829489	0.140808	0.319845	0.496734	0.557672	228.758	4.7165	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.829489	0.140808	0.326106	0.34062	0.557672	232.051	7.18494	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.797968	0.0639865	0.373307	0.512388	0.526836	230.471	4.85668	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.821124	0.0639865	0.319845	0.512388	0.526836	230.288	4.89865	0	0	0	0	0	0	0	
0.370156	0.461805	0.726424	0.794302	0.01244	0.413702	0.448597	0.496915	236.915	5.52916	0	0	0	0	0	0	0	
0.370156	0.461805	0.632926	0.794302	0.01244	0.413702	0.448597	0.496915	233.056	5.05785	0	0	0	0	0	0	0	
0.370156	0.405444	0.7955	0.794302	0.163649	0.395375	0.448597	0.496915	236.283	5.36145	0	0	0	0	0	0	0	
0.39714	0.455102	0.582804	0.821124	0.0639865	0.319845	0.505097	0.502746	236.939	8.16589	0	0	0	0	0	0	0	
0.39714	0.362406	0.521121	0.793737	0.0632724	0.258414	0.383052	0.42399	235.559	9.69035	0	0	0	0	0	0	0	
0.287942	0.455102	0.671562	0.731748	0.177637	0.319845	0.34075	0.526836	231.653	5.48122	0	0	0	0	0	0	0	
0.287942	0.329938	0.671562	0.731748	0.264487	0.319845	0.34075	0.526836	231.373	5.13696	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.177637	0.319845	0.460127	0.526836	237.413	6.59639	0	0	0	0	0	0	0	
0.335686	0.559451	0.587125	0.794302	0.01244	0.41392	0.448597	0.526836	236.881	8.42947	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.177637	0.288676	0.460127	0.526836	229.839	4.81386	0	0	0	0	0	0	0	
0.295375	0.337091	0.671562	0.731748	0.264487	0.241784	0.34075	0.526836	237.34	4.95877	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794817	0.177637	0.319845	0.497301	0.578257	235.764	6.081	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794817	0.176895	0.319845	0.497301	0.557157	230.011	4.63162	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.843268	0.301573	0.337224	0.474001	0.567024	237.382	6.19999	0	0	0	0	0	0	0	
0.335686	0.52169	0.805221	0.79649	0.219788	0.319845	0.460127	0.528697	230.915	4.5866	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.793673	0.177174	0.319845	0.306272	0.526836	238.635	8.67182	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.793673	0.177174	0.319845	0.306272	0.526836	237.272	5.60961	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.90787	0.187144	0.319845	0.460127	0.505451	235.374	5.62983	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.90787	0.187144	0.330574	0.459642	0.505451	231.705	6.28014	0	0	0	0	0	0	0	
0.430915	0.449543	0.805221	0.90787	0.187144	0.330574	0.459642	0.505451	233.258	4.40649	0	0	0	0	0	0	0	
0.430915	0.607034	0.805221	0.90787	0.187144	0.354148	0.459642	0.505451	232.868	6.33744	0	0	0	0	0	0	0	
0.430915	0.449543	0.805221	0.90787	0.187144	0.324313	0.459642	0.505451	234.782	5.61818	0	0	0	0	0	0	0	
0.375414	0.602077	0.700064	0.855164	0.301573	0.337224	0.45479	0.763333	233.51	11.181	0	0	0	0	0	0	0	
0.375414	0.602077	0.65626	0.855164	0.121617	0.337224	0.592033	0.727302	234.415	7.24223	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.177637	0.319845	0.460127	0.438059	233.691	5.52287	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.816805	0.177637	0.319845	0.460127	0.526836	235.684	4.89545	0	0	0	0	0	0	0	
0.335686	0.455102	0.655599	0.816805	0.177637	0.319845	0.460127	0.526836	231.364	4.44744	0	0	0	0	0	0	0	
0.335686	0.4445	0.509344	0.817434	0.177637	0.319845	0.460127	0.526836	229.045	4.44653	0	0	0	0	0	0	0	
0.392506	0.397197	0.680688	0.877553	0.236513	0.319845	0.493994	0.687572	232.517	5.44257	0	0	0	0	0	0	0	
0.33173	0.4445	0.492037	0.817434	0.177637	0.319845	0.365868	0.526836	237.744	6.73875	0	0	0	0	0	0	0	
0.36726	0.602077	0.700064	0.855164	0.301573	0.337224	0.45479	0.763333	231.408	5.2994	0	0	0	0	0	0	0	
0.36726	0.521747	0.68593	0.855164	0.301573	0.334886	0.56405	0.763333	232.803	5.24931	0	0	0	0	0	0	0	
0.335686	0.505896	0.587125	0.825064	0.01244	0.41392	0.448597	0.53202	237.212	5.10021	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.825093	0.0579968	0.421478	0.460127	0.526836	227.448	4.45446	0	0	0	0	0	0	0	
0.335686	0.455102	0.522845	0.825647	0.0611601	0.319845	0.460127	0.526836	234.918	5.93953	0	0	0	0	0	0	0	
0.311453	0.481665	0.802552	0.786051	0.159935	0.33492	0.539531	0.667803	234.205	4.47114	0	0	0	0	0	0	0	
0.383438	0.602077	0.675357	0.877553	0.236513	0.322183	0.566357	0.624704	233.632	6.80429	0	0	0	0	0	0	0	
0.335686	0.520724	0.587125	0.830628	0.161119	0.343914	0.505805	0.727027	232.921	4.99252	0	0	0	0	0	0	0	
0.38181	0.602077	0.675357	0.877553	0.236513	0.319845	0.566357	0.624704	231.629	5.48584	0	0	0	0	0	0	0	
0.335686	0.455102	0.587125	0.794302	0.255856	0.212235	0.460127	0.526836	231.318	5.58413	0	0	0	0	0	0	0	
0.438308	0.455102	0.805221	0.942129	0.185236	0.29319	0.459642	0.505451	236.469	6.18843	0	0	0	0	0	0	0	



#Generation 14 / 200
currentGen	14
evaluateCount	700
totalTime	181.625
firstFrontCount	1
frontCount	30
avgEvalTime	0.282452
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.370156	0.461805	0.632926	0.675483	0.0139988	0.413702	0.448597	0.496915	234.056	6.82193	0	0	0	0	0	0	0	
0.39714	0.455102	0.582804	0.719311	0.0639865	0.411299	0.490125	0.502746	236.494	7.71359	0	0	0	0	0	0	0	
0.429158	0.496108	0.733692	0.794302	0	0.192466	0.448597	0.561153	231.342	5.53973	0	0	0	0	0	0	0	
0.429158	0.496108	0.733692	0.794302	0.0530057	0.276906	0.448597	0.561153	236.193	7.79034	0	0	0	0	0	0	0	
0.450357	0.455102	0.63679	0.816805	0.059314	0.319845	0.512388	0.526836	237.053	10.9227	0	0	0	0	0	0	0	
0.450357	0.455102	0.797185	0.816805	0.294271	0.319845	0.512388	0.60266	232.413	6.93453	0	0	0	0	0	0	0	
0.422479	0.431712	0.631648	0.794302	0.01244	0.413702	0.448597	0.496915	240.029	8.18575	0	0	0	0	0	0	0	
0.410819	0.449543	0.805221	0.774336	0.223135	0.324782	0.459642	0.520094	236.641	6.78907	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.793737	0.0639865	0.319845	0.512388	0.526836	232.128	5.58088	0	0	0	0	0	0	0	
0.39714	0.455102	0.680594	0.793737	0.243943	0.379263	0.512388	0.672786	231.174	5.64964	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.829489	0.140808	0.319845	0.496734	0.557672	228.758	4.7165	0	0	0	0	0	0	0	
0.430915	0.455102	0.805221	0.829489	0.140808	0.326106	0.34062	0.557672	232.051	7.18494	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.797968	0.0639865	0.373307	0.512388	0.526836	230.471	4.85668	0	0	0	0	0	0	0	
0.39714	0.455102	0.683472	0.797968	0.0639865	0.316563	0.512388	0.526836	234.547	5.4527	0	0	0	0	0	0	0	
0.39714	0.455102	0.63679	0.821124	0.0639865	0.319845	0.512388	0.526836	230.288	4.89865	0	0	0	0	0	0	0	
0.370156	0.461805	0.726424	0.794302	0.01244	0.413702	0.448597	0.496915	236.915	5.52916	0	0	0	0	0	0	0	
0.370156	0.461805	0.632926	0.794302	0.01244	0.413702	0.448597	0.496915	233.056	5.05785	0	0	0	0	0	0	0	
0.370156	0.405444	0.7955	0.794302	0.163649	0.395375	0.448597	0.496915	236.283	5.36145	0	0	0	0	0	0	0	
0.478041	0.463367	0.676462	0.889241	0.128243	0.319845	0.512388	0.526836	235.401	8.2026	0	0	0	0	0	0	0	
0.39714	0.455102	0.582804	0.821124	0.0639865	0.319845	0.505097	0.502746	236.939	8.16589	0	0	0	0	0	0	0	
0.39714	0.362406	0.521121	0.793737	0.0632724	0.258414	0.383052	0.42399	235.559	9.69035	0	0	0	0	0	0	0	
