#NSGA2
popsize 100
maxGen 20
numVar 8
numObj 3
numCons 7
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 20
currentGen	1
evaluateCount	100
totalTime	55.4563
firstFrontCount	1
frontCount	100
avgEvalTime	0.553326
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.850617	0.174484	0.509131	0.496983	0.931591	0.47929	0.743808	0.526951	0.961454	416.973	439.112	0	0	0	0	0	0	0	
0.340802	0.35445	0.990551	0.301009	0.0963353	0.616458	0.40862	0.212718	0.967135	395.819	505.944	0	0	0	0	0	0	0	
0.931204	0.97137	0.91078	0.500613	0.647117	0.462039	0.240294	0.816844	0.927019	435.175	69.3672	0	0	0	0	0	0	0	
0.429609	0.874454	0.38203	0.643232	0.587357	0.292671	0.31973	0.549523	0.95863	425.917	4240.93	0	0	0	0	0	0	0	
0.183198	0.248335	0.785875	0.440901	0.512661	0.464097	0.891814	0.455111	0.950336	398.368	4374.29	0	0	0	0	0	0	0	
0.166435	0.592617	0.817745	0.172989	0.668558	0.441644	0.531685	0.578981	0.951248	374.147	637.281	0	0	0	0	0	0	0	
0.900938	0.708589	0.49744	0.989551	0.283038	0.460533	0.589373	0.704707	0.946526	424.984	1299.47	0	0	0	0	0	0	0	
0.0146809	0.330176	0.300904	0.584079	0.763213	0.30193	0.453909	0.0812191	0.960248	374.697	4135.91	0	0	0	0	0	0	0	
0.718441	0.369087	0.164017	0.79397	0.53934	0.96922	0.529665	0.948728	0.94546	383.169	890.896	0	0	0	0	0	0	0	
0.772508	0.151743	0.623848	0.863896	0.488787	0.431184	0.351607	0.213247	0.95373	377.014	1700.64	0	0	0	0	0	0	0	
0.51127	0.75453	0.163902	0.867214	0.428614	0.195766	0.804675	0.850993	0.977835	402.351	2430.97	0	0	0	0	0	0	0	
0.924762	0.460177	0.668393	0.624826	0.803024	0.344604	0.207913	0.838948	0.940117	438.763	146.634	0	0	0	0	0	0	0	
0.819744	0.36897	0.751012	0.0731927	0.737827	0.437342	0.19741	0.216747	0.937281	371.634	125.75	0	0	0	0	0	0	0	
0.889942	0.565285	0.432502	0.556574	0.393506	0.787194	0.451448	0.314377	0.942369	443.043	138.634	0	0	0	0	0	0	0	
0.378144	0.145221	0.714645	0.525987	0.567176	0.665404	0.111828	0.550375	0.955945	367.862	2638.85	0	0	0	0	0	0	0	
0.208933	0.58256	0.988833	0.981963	0.0833535	0.901464	0.780625	0.818149	0.941077	375.586	2820.63	0	0	0	0	0	0	0	
0.0180323	0.696251	0.790112	0.130282	0.0445467	0.160472	0.198454	0.876995	0.925799	306.781	3753.6	0	0	0	0	0	0	0	
0.214302	0.247472	0.247655	0.444762	0.89011	0.923015	0.6245	0.346288	0.939732	438.887	3405.35	0	0	0	0	0	0	0	
0.690926	0.991457	0.970731	0.808889	0.453526	0.463421	0.714219	0.270224	0.945705	468.168	3324.81	0	0	0	0	0	0	0	
0.627223	0.0374165	0.0233289	0.0864397	0.526763	0.80692	0.799003	0.167008	0.932995	381.503	488.146	0	0	0	0	0	0	0	
0.207222	0.446463	0.897896	0.291484	0.34028	0.301215	0.477608	0.560662	0.954397	416.828	899.773	0	0	0	0	0	0	0	
0.828179	0.967394	0.790883	0.0156477	0.280003	0.905271	0.0713361	0.239459	0.980298	344.206	88.4457	0	0	0	0	0	0	0	
0.650572	0.783411	0.0605589	0.309236	0.0786178	0.48683	0.243873	0.513365	0.971831	351.282	67.6481	0	0	0	0	0	0	0	
0.593764	0.389848	0.032498	0.57436	0.161061	0.704141	0.904063	0.276319	0.97569	386.077	1070.23	0	0	0	0	0	0	0	
0.0211643	0.974326	0.626035	0.940466	0.967187	0.279557	0.551218	0.589752	0.943312	344.125	4225.25	0	0	0	0	0	0	0	
0.185895	0.257023	0.163195	0.125363	0.496779	0.387377	0.521928	0.67121	0.949694	459.361	48.1036	0	0	0	0	0	0	0	
0.911204	0.556455	0.977325	0.118865	0.367122	0.756597	0.248017	0.645207	0.933689	360.899	159.107	0	0	0	0	0	0	0	
0.26278	0.171379	0.278487	0.405203	0.210636	0.0527175	0.167802	0.136904	0.958959	427.835	2492.85	0	0	0	0	0	0	0	
0.42749	0.238903	0.670433	0.963084	0.905179	0.878576	0.0131209	0.934573	0.950271	398.388	5618.17	0	0	0	0	0	0	0	
0.98895	0.627079	0.497444	0.514327	0.558136	0.885216	0.884081	0.0203011	0.936225	433.703	35.5065	0	0	0	0	0	0	0	
0.0306004	0.498971	0.706201	0.490612	0.543611	0.339649	0.202763	0.17983	0.92908	352.716	643	0	0	0	0	0	0	0	
0.244718	0.431053	0.105264	0.989073	0.968078	0.953631	0.68587	0.23866	0.972021	370.634	3881.01	0	0	0	0	0	0	0	
0.853991	0.426094	0.19436	0.192066	0.810547	0.187611	0.617327	0.355568	0.960281	383.504	45.8572	0	0	0	0	0	0	0	



#Generation 2 / 20
currentGen	2
evaluateCount	200
totalTime	114.708
firstFrontCount	2
frontCount	96
avgEvalTime	0.57972
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.273991	0.154032	0.296158	0.0817767	0.359998	0.682726	0.68024	0.850408	0.944512	426.548	109.523	0	0	0	0	0	0	0	
0.273991	0.154032	0.296158	0.0817767	0.359998	0.682726	0.68024	0.850408	0.931296	401.696	114.798	0	0	0	0	0	0	0	
0.185895	0.257023	0.163195	0.125363	0.4795	0.387377	0.658883	0.67121	0.952769	463.708	53.1738	0	0	0	0	0	0	0	
0.185895	0.257023	0.163195	0.125363	0.496779	0.387377	0.521928	0.67121	0.949694	459.361	48.1036	0	0	0	0	0	0	0	
0.971273	0.465612	0.39299	0.343931	0.435167	0.204677	0.326237	0.468903	0.940932	402.44	48.9035	0	0	0	0	0	0	0	
0.562517	0.696216	0.163195	0.125363	0.496779	0.387377	0.521928	0.672395	0.918941	352.578	62.5227	0	0	0	0	0	0	0	
0.971273	0.465612	0.313557	0.343931	0.435167	0.204677	0.260063	0.687897	0.933988	378.526	30.8872	0	0	0	0	0	0	0	
0.273991	0.154032	0.296158	0.0817767	0.359998	0.682726	0.580622	0.546504	0.960233	430.039	127.291	0	0	0	0	0	0	0	
0.616315	0.424429	0.00323153	0.0184239	0.730644	0.437647	0.931344	0.911062	0.949523	335.205	51.5599	0	0	0	0	0	0	0	
0.723959	0.970418	0.18356	0.269075	0.019837	0.35063	0.48797	0.695348	0.967563	395.801	59.2197	0	0	0	0	0	0	0	
0.728449	0.69966	0.4054	0.324992	0.40781	0.150742	0.0686394	0.861873	0.944909	418.992	40.1808	0	0	0	0	0	0	0	
0.85642	0.224591	0.0276152	0.362756	0.295784	0.844572	0.966879	0.962464	0.952823	335.531	122.117	0	0	0	0	0	0	0	
0.627223	0.0374165	0.0233289	0.0864397	0.526763	0.767354	0.827821	0.541479	0.964956	364.534	296.972	0	0	0	0	0	0	0	
0.582451	0.460115	0.449409	0.343931	0.587851	0.204677	0.326237	0.468903	0.952713	428.633	32.8214	0	0	0	0	0	0	0	
0.467957	0.219569	0.235083	0.159658	0.357368	0.42189	0.119445	0.0382536	0.941718	409.027	56.6189	0	0	0	0	0	0	0	
0.650572	0.333332	0.476156	0.309236	0.0786178	0.48683	0.216036	0.586746	0.948178	438.26	100.027	0	0	0	0	0	0	0	
0.658212	0.978902	0.777429	0.283114	0.0396607	0.0972249	0.645495	0.545767	0.917015	396.476	130.7	0	0	0	0	0	0	0	
0.556212	0.243754	0.235083	0.159658	0.357368	0.42189	0	0.0382536	0.933453	385.865	49.3571	0	0	0	0	0	0	0	
0.860123	0.491774	0.420753	0.60725	0.379195	0.843903	0.756996	0.607758	0.922006	435.214	103.372	0	0	0	0	0	0	0	
0.896998	0.721549	0.681548	0.560725	0.151253	0.0698972	0.431345	0.0832321	0.925587	450.348	78.9754	0	0	0	0	0	0	0	
0.682422	0.452245	0.0193349	0.0590574	0.404444	0.782889	0.821904	0.42665	0.932456	344.745	82.8636	0	0	0	0	0	0	0	
0.651117	0.424429	0.00323153	0.0184239	0.839668	0.437647	0.931344	0.911062	0.966253	347.964	73.7733	0	0	0	0	0	0	0	
0.4679	0.908699	0.279999	0.281255	0.019837	0.26148	0.48797	0.658613	0.964274	424.983	50.6402	0	0	0	0	0	0	0	
0.931204	0.97137	0.91078	0.500613	0.647117	0.462039	0.240294	0.816844	0.927019	435.175	69.3672	0	0	0	0	0	0	0	
0.408244	0.219569	0.235083	0.159658	0.492903	0.511245	0.119445	0.0382536	0.965023	430.622	42.7482	0	0	0	0	0	0	0	
0.896998	0.721549	0.681548	0.560725	0.151253	0.0759058	0.506438	0.0832321	0.955664	453.565	33.4665	0	0	0	0	0	0	0	
0.860123	0.491774	0.420753	0.686072	0.396474	0.843903	0.727036	0.607758	0.936343	433.598	312.099	0	0	0	0	0	0	0	
0.764383	0.233295	0.52932	0.271529	0.087976	0.366627	0.785338	0.579106	0.947701	399.149	109.196	0	0	0	0	0	0	0	
0.485989	0.501539	0.327846	0.322989	0.370112	0.820967	0.332792	0.358486	0.946985	454.899	59.2608	0	0	0	0	0	0	0	
0.597775	0.0598156	0.44159	0.0590574	0.44047	0.782889	0.821904	0.695174	0.960308	364.088	190.929	0	0	0	0	0	0	0	
0.858325	0.441182	0.569843	0.0266152	0.606128	0.871326	0.486505	0.744589	0.983211	365.903	69.3233	0	0	0	0	0	0	0	
0.675221	0.223613	0.582715	0.256385	0.326056	0.151228	0.785338	0.851837	0.93217	389.801	180.286	0	0	0	0	0	0	0	
0.4679	0.908699	0.18356	0.281255	0.019837	0.35063	0.48797	0.658613	0.992085	399.842	70.3878	0	0	0	0	0	0	0	
0.614342	0.0462959	0.598549	0.354831	0.268828	0.240378	0.785338	0.851837	0.949167	354.68	350.479	0	0	0	0	0	0	0	
0.98895	0.627079	0.497444	0.514327	0.558136	0.803214	0.884081	0.305012	0.928119	420.013	30.062	0	0	0	0	0	0	0	
0.832378	0.441182	0.652438	0.0266152	0.655843	0.871326	0.486505	0.796232	0.969269	366.453	77.5178	0	0	0	0	0	0	0	
0.889942	0.565285	0.432502	0.556574	0.393506	0.787194	0.451448	0.314377	0.942369	443.043	138.634	0	0	0	0	0	0	0	
0.650572	0.783411	0.0605589	0.309236	0.0786178	0.48683	0.243873	0.513365	0.971831	351.282	67.6481	0	0	0	0	0	0	0	
0.911204	0.556455	0.977325	0.118865	0.271968	0.457322	0.248017	0.645207	0.915785	354.13	222.431	0	0	0	0	0	0	0	
0.4679	0.857503	0.309354	0.343397	0.0922694	0.229169	0.432031	0.220722	0.946912	425.651	72.143	0	0	0	0	0	0	0	
0.90455	0.312219	0.879904	0.242098	0.17991	0.097276	0.168283	0.683635	0.955729	399.513	165.218	0	0	0	0	0	0	0	
0.384955	0.61321	0.327846	0.322989	0.455392	0.757042	0.332792	0.358486	0.942867	433.131	68.9485	0	0	0	0	0	0	0	
0.384955	0.61321	0.3493	0.322989	0.62033	0.757042	0.332792	0.358486	0.94614	446.592	85.8488	0	0	0	0	0	0	0	
0.651117	0.472776	0.00323153	0	0.839668	0.448507	0.178641	0.911062	1.02698	346.578	45.8295	0	0	0	0	0	0	0	
0.627223	0.0374165	0.0233289	0.0864397	0.526763	0.80692	0.799003	0.167008	0.932995	381.503	488.146	0	0	0	0	0	0	0	
0.597775	0.0598156	0.379526	0.0590574	0.44047	0.782889	0.821904	0.42665	0.989414	385.1	97.4338	0	0	0	0	0	0	0	
0.764383	0.0462959	0.598549	0.256385	0.326056	0.151228	0.785338	0.851837	0.964555	359.443	417.221	0	0	0	0	0	0	0	
0.734422	0.0462959	0.598549	0.368513	0.326056	0.151228	0.785338	0.851837	0.983663	373.756	304.248	0	0	0	0	0	0	0	
0.90455	0.370429	0.879904	0.242098	0.0733221	0.396551	0.168283	0.883136	0.933582	368.774	196.549	0	0	0	0	0	0	0	
0.375354	0.61321	0.327846	0.322989	0.715026	0.757042	0.253814	0.255447	0.958802	448.943	119.958	0	0	0	0	0	0	0	
0.401578	0.798616	0.234725	0.219613	0.831457	0.458336	0.768365	0.869564	0.942016	410.742	98.1827	0	0	0	0	0	0	0	
0.747234	0.0462959	0.598549	0.256385	0.326056	0.151228	0.888645	0.84272	0.941661	343.363	146.893	0	0	0	0	0	0	0	
0.597775	0.0598156	0.44159	0.0590574	0.44047	0.782889	0.821904	0.42665	0.977298	380.01	252.555	0	0	0	0	0	0	0	
0.79841	0.889841	0.679227	0.17515	0.32454	0.87511	0.180368	0.510363	0.966884	388.99	61.4736	0	0	0	0	0	0	0	
0.924762	0.460177	0.668393	0.624826	0.803024	0.344604	0.207913	0.838948	0.940117	438.763	146.634	0	0	0	0	0	0	0	
0.924762	0.460177	0.668393	0.624826	0.803024	0.193738	0.207913	0.543582	0.945649	439.421	104.124	0	0	0	0	0	0	0	
0.911204	0.508108	0.977325	0.118865	0.367122	0.705026	1	0.645207	0.965038	379.436	157.254	0	0	0	0	0	0	0	
0.850617	0.174484	0.487677	0.496983	0.755919	0.47929	0.743808	0.517583	0.926425	384.425	153.433	0	0	0	0	0	0	0	
0.98895	0.677949	0.497444	0.507546	0.558136	0.885216	0.780774	0.0203011	0.94476	446.55	48.2299	0	0	0	0	0	0	0	
0.515853	0.544429	0.737685	0	0.104959	0.057409	0.741379	0.135006	0.958983	324.285	269.364	0	0	0	0	0	0	0	
0.713131	0.00900536	0.339585	0.392831	0.703863	0.752215	0.257807	0.658593	0.968969	327.107	239.6	0	0	0	0	0	0	0	
0.98895	0.627079	0.497444	0.514327	0.558136	0.885216	0.884081	0.0203011	0.936225	433.703	35.5065	0	0	0	0	0	0	0	
0.853991	0.426094	0.19436	0.192066	0.810547	0.187611	0.617327	0.355568	0.960281	383.504	45.8572	0	0	0	0	0	0	0	
0.853991	0.426094	0.19436	0.151546	0.810547	0.187611	0.617327	0.355568	0.970606	394.691	50.491	0	0	0	0	0	0	0	
0.812593	0.799003	0.415013	0.695903	0.11532	0.803883	0.191454	0.291155	0.945968	440.262	52.6729	0	0	0	0	0	0	0	
0.989593	0.449009	0.926805	0.818711	0.749545	0.72079	0.984353	0.590026	0.914298	434.93	109.498	0	0	0	0	0	0	0	
0.79899	0.308607	0.107277	0.105127	0.645325	0.927357	0.63997	0.0121248	0.973991	359.184	57.4298	0	0	0	0	0	0	0	
0.554151	0.691474	0.465718	0.21548	0.104959	0.057409	0.735048	0.00309584	0.96774	422.246	64.2602	0	0	0	0	0	0	0	
0.850617	0.515115	0.462374	0.644977	0.931591	0.47929	0.80974	0.526951	0.934627	438.742	282.757	0	0	0	0	0	0	0	
0.819744	0.36897	0.751012	0.0731927	0.737827	0.437342	0.19741	0.216747	0.937281	371.634	125.75	0	0	0	0	0	0	0	
0.910991	0.967394	0.790883	0.0156477	0.309617	0.940815	0.0713361	0.239459	0.963069	331.548	75.1279	0	0	0	0	0	0	0	
0.911204	0.556455	0.977325	0.118865	0.367122	0.756597	0.248017	0.645207	0.933689	360.899	159.107	0	0	0	0	0	0	0	
0.467315	0.216593	0.122219	0.149759	0.649817	0.927357	0.619959	0.0121248	0.965986	405.124	54.2437	0	0	0	0	0	0	0	
0.958236	0.694582	0.212475	0.511791	0.665685	0.164392	0.613251	0.458413	0.947303	410.735	55.5033	0	0	0	0	0	0	0	
0.460111	0.216593	0.107277	0.149759	0.649817	0.927357	0.63997	0.0121248	0.96502	418.113	63.4682	0	0	0	0	0	0	0	
0.847602	0.362262	0.790341	0.441735	0.737827	0.437342	0.19741	0.216747	0.950623	437.948	209.612	0	0	0	0	0	0	0	
0.989593	0.449009	0.926805	0.818711	0.749545	0.652776	0.984353	0.590026	0.958183	422.788	473.819	0	0	0	0	0	0	0	
0.828179	0.967394	0.790883	0.0156477	0.280003	0.905271	0.0713361	0.239459	0.980298	344.206	88.4457	0	0	0	0	0	0	0	
0.850617	0.174484	0.509131	0.496983	0.931591	0.47929	0.743808	0.526951	0.961454	416.973	439.112	0	0	0	0	0	0	0	
0.808249	0.495796	0.833789	0.119634	0.770008	0.0823196	0.404227	0.892947	0.986699	398.746	127.779	0	0	0	0	0	0	0	
0.400726	0.0364531	0.697625	0.0727214	0.399548	0.574837	0.668213	0.30181	0.937905	323.384	478.054	0	0	0	0	0	0	0	
0.515853	0.816154	0.465718	0.111767	0.104959	0.057409	0.735048	0.0368903	0.956714	369.524	133.174	0	0	0	0	0	0	0	
0.812593	0.706377	0.325432	0.769533	0.11532	0.803883	0.191454	0.3369	0.959699	408.807	314.34	0	0	0	0	0	0	0	
0.668732	0.031574	0.653234	0.139758	0.991581	0.983328	0.83168	0.552699	0.959245	354.669	388.421	0	0	0	0	0	0	0	
0.668053	0.905676	0.790883	0.0278277	0.189095	0.905271	0.0713361	0.313066	0.99004	358.887	315.682	0	0	0	0	0	0	0	
0.273991	0.154032	0.678308	0.0817767	0.359998	0.682726	0.718187	0.145493	0.995556	390.276	378.184	0	0	0	0	0	0	0	
0.616205	0.031574	0.540104	0.304954	1	0.983328	0.678571	0.404395	0.985662	356.125	228.295	0	0	0	0	0	0	0	
0.668732	0.031574	0.653234	0.240785	0.991581	0.983328	0.83168	0.503091	0.956362	337.942	219.931	0	0	0	0	0	0	0	
0.634452	0.410241	0.659976	0.342404	0.943506	0.635624	0.0523557	0.101483	0.924048	440.8	288.921	0	0	0	0	0	0	0	
