#NSGA2
popsize 100
maxGen 20
numVar 8
numObj 3
numCons 7
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 20
currentGen	1
evaluateCount	100
totalTime	55.4563
firstFrontCount	1
frontCount	100
avgEvalTime	0.553326
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	



#Generation 5 / 20
currentGen	5
evaluateCount	500
totalTime	281.062
firstFrontCount	4
frontCount	78
avgEvalTime	0.542841
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.616315	0.424429	0.268523	0.0712075	0.373152	0.480854	0.82538	0.911062	0.935988	385.411	55.6213	0	0	0	0	0	0	0	
0.661791	0.257023	0.163195	0.125363	0.364399	0.387377	0.390267	0.511237	0.94828	374.825	52.3985	0	0	0	0	0	0	0	
0.616315	0.412135	0.268523	0.0712075	0.431771	0.480854	0.653401	1	0.946378	377.994	55.6328	0	0	0	0	0	0	0	
0.706169	0.338122	0.296158	0.167108	0.336701	0.649862	0.68024	0.937622	0.962255	406.923	47.6814	0	0	0	0	0	0	0	
0.661791	0.230707	0.163195	0.125363	0.364399	0.387377	0.83822	1	0.953703	434.615	99.4788	0	0	0	0	0	0	0	
0.252952	0.257023	0.163195	0.114863	0.4795	0.590606	0.658883	0.67121	0.953661	441.541	45.2612	0	0	0	0	0	0	0	
0.696761	0.199964	0.163195	0.128588	0.313216	0.464966	0.524799	0.511237	0.930177	396.415	123.608	0	0	0	0	0	0	0	
0.696761	0.257023	0.163195	0.125363	0.409934	0.387377	0.390267	0.511237	0.96078	382.994	69.6507	0	0	0	0	0	0	0	
0.765651	0.257023	0.163195	0.125363	0.409934	0.387377	0.390267	0.440132	0.962765	381.395	45.0253	0	0	0	0	0	0	0	
0.696761	0.31609	0.12692	0.125363	0.409934	0.387377	0.390267	0.520294	0.949807	368.656	65.411	0	0	0	0	0	0	0	
0.765651	0.241432	0.163195	0.0421426	0.409934	0.387377	0.390267	0.440132	0.983866	377.424	47.2929	0	0	0	0	0	0	0	
0.273991	0.176658	0.201545	0.0817767	0.359998	0.544616	0.68846	0.885003	0.950899	434.866	130.499	0	0	0	0	0	0	0	
0.227515	0.257023	0.163195	0.114863	0.4795	0.609573	0.658883	0.67121	0.905425	445.201	41.9374	0	0	0	0	0	0	0	
0.227515	0.257023	0.163195	0.144769	0.4795	0.609573	0.658883	0.67121	0.940493	458.197	152.773	0	0	0	0	0	0	0	
0.661791	0.232295	0.163195	0	0.364399	0.42203	0.390267	0.511237	0.998665	325.78	62.4853	0	0	0	0	0	0	0	
0.728449	0.69966	0.636695	0.265293	0.0338811	0.0305505	0	0.861873	0.935379	423.096	126.783	0	0	0	0	0	0	0	
0.728449	0.605361	0.636695	0.265293	0.0338811	0.0305505	0.204389	0.979298	0.940292	436.226	60.7404	0	0	0	0	0	0	0	
0.64911	0.465612	0.39299	0.343931	0.240025	0.204677	0.385755	0.470887	0.950261	451.701	17.9101	0	0	0	0	0	0	0	
0.336671	0.258173	0.296158	0.219316	0.210148	0.408984	0.68024	0.8742	0.937817	460.142	118.441	0	0	0	0	0	0	0	
0.696761	0.257023	0.161314	0.125363	0.409934	0.387377	0.52669	0.511237	0.959937	372.419	43.2622	0	0	0	0	0	0	0	
0.696761	0.257023	0.163195	0.15354	0.351832	0.387377	0.552085	0.511237	0.959211	401.979	43.7253	0	0	0	0	0	0	0	
0.273991	0.324824	0.18286	0.0817767	0.360299	0.682726	0.68024	0.850408	0.936785	417.627	57.0548	0	0	0	0	0	0	0	
0.618356	0.670455	0.296158	0.167108	0.272712	0.682726	0.68024	0.850408	0.972317	428.191	41.0657	0	0	0	0	0	0	0	
0.618356	0.670455	0.296158	0.246915	0.272712	0.682726	0.68024	0.850408	0.965341	417.554	61.1447	0	0	0	0	0	0	0	
0.858325	0.494288	0.518155	0.068145	0.370846	0.573448	0.533851	0.789407	0.9873	380.474	141.042	0	0	0	0	0	0	0	
0.661791	0.257023	0.256077	0.115761	0.364399	0.455723	0.390267	0.511237	0.96255	399.367	63.1136	0	0	0	0	0	0	0	
0.696761	0.257023	0.163195	0.125363	0.351832	0.387377	0.577116	0.511237	0.962485	398.523	61.6835	0	0	0	0	0	0	0	
0.273991	0.227553	0.296158	0.0817767	0.359998	0.434944	0.68024	0.850408	0.941327	422.037	136.445	0	0	0	0	0	0	0	
0.336671	0.227553	0.296158	0.222541	0.210148	0.434944	0.68024	0.8742	0.944294	457.73	191.32	0	0	0	0	0	0	0	
0.273991	0.227553	0.296158	0.114451	0.26784	0.434944	0.68024	1	0.956623	439.967	188.041	0	0	0	0	0	0	0	
0.231431	0.227553	0.299665	0.121867	0.35739	0.434944	0.68024	0.923422	0.956857	433.106	102.925	0	0	0	0	0	0	0	
0.562517	0.461735	0.163195	0	0.496779	0.409464	0.521928	0.760868	0.912472	318.484	71.3696	0	0	0	0	0	0	0	
0.2919	0.254506	0.296158	0.0817767	0.526888	0.474931	0.68024	0.850408	0.95499	437.638	99.4909	0	0	0	0	0	0	0	
0.273991	0.191315	0.292574	0.0817767	0.359998	0.734641	0.799732	0.850408	0.926441	421.44	191.04	0	0	0	0	0	0	0	
0.463077	0.251106	0.163195	0.0394285	0.496779	0.387377	0.521928	0.67121	0.919017	380.387	81.2731	0	0	0	0	0	0	0	
0.463077	0.251106	0.163195	0	0.496779	0.387377	0.521928	0.67121	0.931059	356.692	66.5584	0	0	0	0	0	0	0	
0.185895	0.244439	0.293838	0.125363	0.477579	0.475229	0.565208	0.711654	0.954282	424.276	144.766	0	0	0	0	0	0	0	
0.353799	0.179249	0.296158	0.120751	0.359998	0.433971	0.541406	0.932766	0.962263	426.403	102.785	0	0	0	0	0	0	0	
0.273991	0.180096	0.296158	0.0817767	0.359998	0.682726	0.68024	0.850408	0.959706	411.995	273.413	0	0	0	0	0	0	0	
0.273991	0.176658	0.296158	0.0817767	0.359998	0.629203	0.68846	0.885003	0.935363	412.858	342.825	0	0	0	0	0	0	0	
0.185895	0.19419	0.163195	0.125363	0.496779	0.385377	0.535125	0.578514	0.955242	460.753	55.514	0	0	0	0	0	0	0	
0.661791	0.257023	0.163195	0.125363	0.364399	0.24202	0.390267	0.431762	0.937496	378.7	48.8366	0	0	0	0	0	0	0	
0.675221	0.195062	0.321023	0.120423	0.302517	0.494413	0.765455	0.796884	0.9676	417.621	53.3467	0	0	0	0	0	0	0	
0.696761	0.257023	0.167941	0.125363	0.518982	0.387377	0.436651	0.45233	0.979292	409.376	40.2602	0	0	0	0	0	0	0	
0.273991	0.154032	0.290265	0.0913792	0.359998	0.682726	0.68024	0.850408	0.966276	434.103	95.9451	0	0	0	0	0	0	0	
0.244621	0.244439	0.293838	0.00600023	0.477579	0.387833	0.767511	0.778134	0.900923	376.338	143.951	0	0	0	0	0	0	0	
0.273991	0.154032	0.296158	0.0817767	0.359998	0.682726	0.68024	0.850408	0.944512	426.548	109.523	0	0	0	0	0	0	0	
0.273991	0.154032	0.296158	0.0817767	0.359998	0.682726	0.68024	0.850408	0.931296	401.696	114.798	0	0	0	0	0	0	0	
0.331927	0.154032	0.296158	0.0817767	0.511285	0.682726	0.68024	0.850408	0.953528	418.157	132.891	0	0	0	0	0	0	0	
0.651882	0.696216	0.163195	0.125363	0.496779	0.387377	0.521928	0.672395	0.958484	384.129	59.0516	0	0	0	0	0	0	0	
0.651882	0.696216	0.503944	0.125363	0.496779	0.387377	0.488809	0.672395	0.964717	384.92	52.8756	0	0	0	0	0	0	0	
0.463077	0.251106	0.188559	0.0516011	0.541772	0.387377	0.521928	0.67121	0.960079	368.544	58.5721	0	0	0	0	0	0	0	
0.331927	0.154032	0.296158	0.2127	0.511285	0.682726	0.669804	0.850408	0.953659	426.717	105.89	0	0	0	0	0	0	0	
0.326545	0.176658	0.296158	0.0652791	0.359998	0.629203	0.593623	0.885003	0.978304	431.885	91.6289	0	0	0	0	0	0	0	
0.185895	0.250665	0.194019	0.125363	0.4795	0.387377	0.531003	0.711654	0.930073	447.193	105.434	0	0	0	0	0	0	0	
0.853422	0.455155	0.39299	0.343931	0.483356	0.409914	0.326237	0.500997	0.965977	441.393	25.955	0	0	0	0	0	0	0	
0.616315	0.424429	0.00323153	0.000844131	0.62041	0.457947	0.780139	0.911062	0.947747	358.852	65.6516	0	0	0	0	0	0	0	
0.185895	0.257023	0.163195	0.125363	0.4795	0.387377	0.658883	0.67121	0.952769	463.708	53.1738	0	0	0	0	0	0	0	
0.651882	0.256966	0.205088	0.125363	0.496779	0.326146	0.578126	0.808275	0.958349	402.964	42.5637	0	0	0	0	0	0	0	
0.273991	0.227553	0.400093	0.0817767	0.405532	0.463414	0.68024	0.850408	0.972317	413.739	338.555	0	0	0	0	0	0	0	
0.728449	0.778177	0.316116	0.146443	0.109794	0.181984	0.0568868	0.676716	0.96602	372.283	58.5948	0	0	0	0	0	0	0	
0.185895	0.257023	0.163195	0.125363	0.496779	0.387377	0.521928	0.67121	0.949694	459.361	48.1036	0	0	0	0	0	0	0	
0.185895	0.257023	0.163195	0.125363	0.496779	0.387377	0.542937	0.67121	0.942389	459.966	108.199	0	0	0	0	0	0	0	
0.515226	0.696216	0.172842	0.125363	0.0932479	0.387377	0.521928	0.719133	0.991378	412.67	53.1966	0	0	0	0	0	0	0	
0.515226	0.696216	0.172842	0.126422	0.0932479	0.419353	0.521928	0.719133	0.951168	409.953	70.2431	0	0	0	0	0	0	0	
0.368856	0.280708	0.120076	0.114863	0.4795	0.298182	0.658883	0.67121	0.968866	433.172	63.1663	0	0	0	0	0	0	0	
0.562517	0.717251	0.163195	0.122961	0.414101	0.387377	0.532563	0.691072	0.956833	383.334	69.4992	0	0	0	0	0	0	0	
0.273991	0.350052	0.18286	0.0841796	0.416427	0.776668	0.669605	0.850408	0.940273	422.932	127.944	0	0	0	0	0	0	0	
0.562517	0.656022	0.163195	0.125363	0.47881	0.387377	0.615603	0.671632	0.945659	394.584	53.7526	0	0	0	0	0	0	0	
0.562517	0.508436	0.163195	0	0.496779	0.309878	0.521928	0.778973	0.965682	340.062	73.5434	0	0	0	0	0	0	0	
0.555678	0.282476	0.174018	0.334839	0.26696	0.230859	0.558707	0.851837	0.933146	441.379	212.585	0	0	0	0	0	0	0	
0.185895	0.253072	0.293838	0.125363	0.4795	0.387377	0.565208	0.711654	0.955053	427.7	363.317	0	0	0	0	0	0	0	
0.600175	0.51673	0.00747478	0.0669393	0.56584	0.606499	1	0.858599	0.94979	322.574	44.1071	0	0	0	0	0	0	0	
0.616315	0.424429	0.00323153	0.0184239	0.672151	0.480854	0.82538	0.911062	0.928062	304.416	77.9758	0	0	0	0	0	0	0	
0.795721	0.69966	0.4054	0.330495	0.27948	0.150742	0.0686394	0.85604	0.950484	428.826	37.7104	0	0	0	0	0	0	0	
0.273991	0.2264	0.439402	0.0817767	0.359998	0.434944	0.573028	0.851133	0.942245	406.87	267.193	0	0	0	0	0	0	0	
0.508442	0.6698	0.163195	0.142185	0.496779	0.445125	0.626118	0.671632	0.976501	396.968	58.427	0	0	0	0	0	0	0	
0.562517	0.6698	0.163195	0.125363	0.496779	0.387377	0.615603	0.671632	0.966973	395.244	49.2635	0	0	0	0	0	0	0	
0.562517	0.6698	0.261374	0.125363	0.496779	0.387377	0.62604	0.671632	0.957707	393.504	59.7213	0	0	0	0	0	0	0	
0.562517	0.6698	0.163195	0.125363	0.496779	0.387377	0.594594	0.671632	0.945759	369.629	44.8192	0	0	0	0	0	0	0	
0.644565	0.696216	0.863231	0.125363	0.287949	0.387377	0.544551	0.884202	0.966164	396.835	304.863	0	0	0	0	0	0	0	
0.384001	0.257023	0.163195	0.114863	0.599838	0.884924	0.658883	0.879475	0.96234	442.582	37.0442	0	0	0	0	0	0	0	
0.37949	0.2264	0.439402	0.120202	0.450173	0.434944	0.573028	0.680539	0.947997	404.585	94.9582	0	0	0	0	0	0	0	
0.971273	0.355328	0.357469	0.265113	0.335037	0.204677	0.107073	0.539445	0.922501	407.998	42.2397	0	0	0	0	0	0	0	
0.971273	0.465612	0.39299	0.343931	0.435167	0.204677	0.326237	0.468903	0.940932	402.44	48.9035	0	0	0	0	0	0	0	
0.971273	0.463467	0.39299	0.266803	0.435167	0.204677	0.326237	0.468903	0.957571	403.104	39.3993	0	0	0	0	0	0	0	
0.971273	0.465612	0.39299	0.343931	0.435167	0.204677	0.326237	0.468903	0.913897	418.674	236.61	0	0	0	0	0	0	0	
0.971273	0.426183	0.354031	0.264896	0.435167	0.204677	0.217736	0.468903	0.95817	405.229	136.453	0	0	0	0	0	0	0	
0.273991	0.194961	0.296158	0.0817767	0.359998	0.682726	0.598037	0.546504	0.969792	427.144	102.95	0	0	0	0	0	0	0	
0.185895	0.257023	0.211428	0.125363	0.556772	0.387377	0.488975	0.67121	0.936864	442.83	113.941	0	0	0	0	0	0	0	
0.650572	0.409601	0.135407	0.025814	0.188633	0.48683	0.245418	0.545934	1.00834	359.965	48.5152	0	0	0	0	0	0	0	
0.562517	0.696216	0.163195	0.125363	0.496779	0.387377	0.521928	0.672395	0.918941	352.578	62.5227	0	0	0	0	0	0	0	
0.650572	0.333332	0.476156	0.0744473	0.188633	0.48683	0.385029	0.586746	0.970186	390.006	75.8657	0	0	0	0	0	0	0	
0.723959	0.970418	0.283378	0.269075	0.019837	0.35063	0.552536	0.695348	0.958796	402.223	55.3464	0	0	0	0	0	0	0	
0.467957	0.219569	0.235083	0.167059	0.357368	0.206215	0.184588	0.123781	0.948606	413.634	129.634	0	0	0	0	0	0	0	
0.728449	0.69966	0.316116	0.0361228	0.38551	0.133993	0.191039	0.676716	0.877623	336.113	88.0763	0	0	0	0	0	0	0	
0.227515	0.257023	0.163195	0.114863	0.599838	0.884924	0.658883	0.879475	0.931174	460.671	256.229	0	0	0	0	0	0	0	
0.971273	0.274676	0.312023	0.305204	0.327476	0.318505	0.107073	0.579409	0.949686	404.523	177.781	0	0	0	0	0	0	0	
0.971273	0.406545	0.313557	0.343931	0.435167	0.204677	0.260063	0.678839	0.942216	427.321	46.3406	0	0	0	0	0	0	0	
0.971273	0.465612	0.313557	0.343931	0.435167	0.204677	0.260063	0.711078	0.954332	411.946	27.4282	0	0	0	0	0	0	0	



#Generation 6 / 20
currentGen	6
evaluateCount	600
totalTime	336.491
firstFrontCount	5
frontCount	72
avgEvalTime	0.551578
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	
0.252952	0.201013	0.163195	0.117087	0.4795	0.590606	0.606499	0.67121	0.942657	449.248	36.2236	0	0	0	0	0	0	0	
0.566906	0.470323	0.163195	0.125363	0.364399	0.387377	0.83822	1	0.951822	396.904	34.6233	0	0	0	0	0	0	0	
0.616315	0.424429	0.268523	0.0596828	0.373152	0.480854	0.789891	0.817524	0.920623	374.458	49.8695	0	0	0	0	0	0	0	
0.418301	0.338122	0.218987	0.167108	0.379243	0.649862	0.68024	1	0.950468	429.514	25.0718	0	0	0	0	0	0	0	
0.616315	0.424429	0.129962	0.0712075	0.373152	0.480854	0.82538	0.911062	0.949483	361.824	36.6883	0	0	0	0	0	0	0	
0.616315	0.424429	0.268523	0.0712075	0.373152	0.480854	0.82538	0.911062	0.935988	385.411	55.6213	0	0	0	0	0	0	0	
0.661791	0.257023	0.163195	0.125363	0.364399	0.387377	0.390267	0.511237	0.94828	374.825	52.3985	0	0	0	0	0	0	0	
0.616315	0.412135	0.268523	0.0712075	0.431771	0.480854	0.653401	1	0.946378	377.994	55.6328	0	0	0	0	0	0	0	
0.610111	0.42251	0.26023	0.125363	0.0932479	0.376317	0.521928	0.719133	0.956818	401.627	40.0846	0	0	0	0	0	0	0	
0.616315	0.412135	0.275712	0.0712075	0.397941	0.655225	0.681647	0.973909	0.962548	370.698	48.9498	0	0	0	0	0	0	0	
0.641359	0.412135	0.268523	0.0712075	0.431771	0.599078	0.653401	1	0.933889	393.903	54.7375	0	0	0	0	0	0	0	
0.708136	0.230707	0.163195	0.125363	0.364399	0.387377	0.83822	0.99604	0.925208	403.76	68.2788	0	0	0	0	0	0	0	
0.706169	0.338122	0.296158	0.167108	0.336701	0.649862	0.68024	0.937622	0.962255	406.923	47.6814	0	0	0	0	0	0	0	
0.538396	0.494288	0.317084	0.068145	0.458234	0.504862	0.533851	0.807295	0.965407	379.119	56.0588	0	0	0	0	0	0	0	
0.515226	0.462299	0.172842	0.125363	0.0932479	0.387377	0.521928	0.719133	0.949078	389.912	63.8872	0	0	0	0	0	0	0	
0.639632	0.412135	0.254361	0.156786	0.383907	0.395389	0.479161	1	0.963184	431.052	45.9081	0	0	0	0	0	0	0	
0.661791	0.230707	0.163195	0.125363	0.364399	0.387377	0.83822	1	0.953703	434.615	99.4788	0	0	0	0	0	0	0	
0.248808	0.180096	0.16695	0.0817767	0.359998	0.682726	0.68024	0.719867	0.944708	426.756	56.9898	0	0	0	0	0	0	0	
0.728449	0.605361	0.420601	0.265293	0.0338811	0.0305505	0.204389	0.874332	0.928383	416.658	40.1762	0	0	0	0	0	0	0	
0.252952	0.257023	0.163195	0.114863	0.4795	0.590606	0.658883	0.67121	0.953661	441.541	45.2612	0	0	0	0	0	0	0	
0.252952	0.257023	0.184008	0.0839146	0.4795	0.49058	0.658883	0.801751	0.939036	438.415	81.3955	0	0	0	0	0	0	0	
0.254886	0.227553	0.233151	0.0905073	0.366845	0.419343	0.68024	0.87546	0.93897	430.255	119.168	0	0	0	0	0	0	0	
0.858325	0.494288	0.50086	0	0.370846	0.460536	0.533851	0.789407	0.962182	344.656	78.2218	0	0	0	0	0	0	0	
0.661791	0.295571	0.113485	0	0.364399	0.431685	0.425091	0.511237	0.937062	304.971	65.9174	0	0	0	0	0	0	0	
0.463077	0.251106	0.183973	0	0.394452	0.387377	0.521928	0.767366	0.959938	344.89	60.0238	0	0	0	0	0	0	0	
0.696761	0.199964	0.163195	0.128588	0.313216	0.464966	0.524799	0.511237	0.930177	396.415	123.608	0	0	0	0	0	0	0	
0.353727	0.277375	0.296158	0.01036	0.490894	0.702921	0.721394	0.850408	0.982971	383.622	62.3127	0	0	0	0	0	0	0	
0.731571	0.31609	0.137416	0.125363	0.409934	0.399772	0.390267	0.520294	0.988867	372.893	42.3612	0	0	0	0	0	0	0	
0.696761	0.257023	0.163195	0.125363	0.409934	0.387377	0.390267	0.511237	0.96078	382.994	69.6507	0	0	0	0	0	0	0	
0.765651	0.257023	0.163195	0.125363	0.409934	0.387377	0.390267	0.440132	0.962765	381.395	45.0253	0	0	0	0	0	0	0	
0.696761	0.31609	0.12692	0.125363	0.409934	0.387377	0.390267	0.520294	0.949807	368.656	65.411	0	0	0	0	0	0	0	
0.765651	0.241432	0.163195	0.0421426	0.409934	0.387377	0.390267	0.440132	0.983866	377.424	47.2929	0	0	0	0	0	0	0	
0.738161	0.261645	0.161314	0.125363	0.409934	0.387377	0.478203	0.511237	0.965171	405.55	47.3225	0	0	0	0	0	0	0	
0.661791	0.232295	0.1527	0	0.364399	0.409636	0.476864	0.452327	0.92229	328.695	66.7246	0	0	0	0	0	0	0	
0.273991	0.176658	0.201545	0.0817767	0.359998	0.544616	0.68846	0.885003	0.950899	434.866	130.499	0	0	0	0	0	0	0	
0.227515	0.252889	0.239611	0.144769	0.4795	0.59653	0.658883	0.67121	0.934556	439.694	229.947	0	0	0	0	0	0	0	
0.227515	0.257023	0.163195	0.114863	0.4795	0.609573	0.658883	0.67121	0.905425	445.201	41.9374	0	0	0	0	0	0	0	
0.227515	0.257023	0.163195	0.144769	0.4795	0.609573	0.658883	0.67121	0.940493	458.197	152.773	0	0	0	0	0	0	0	
0.661791	0.232295	0.163195	0	0.364399	0.42203	0.390267	0.511237	0.998665	325.78	62.4853	0	0	0	0	0	0	0	
0.252952	0.257023	0.230678	0.114863	0.449527	0.421145	0.658883	0.67121	0.957568	455.559	82.1574	0	0	0	0	0	0	0	
0.728449	0.682425	0.636695	0.265293	0.0329766	0.0305505	0	0.815622	0.968861	413.761	64.9144	0	0	0	0	0	0	0	
0.728449	0.69966	0.636695	0.265293	0.0338811	0.0305505	0	0.861873	0.935379	423.096	126.783	0	0	0	0	0	0	0	
0.728449	0.605361	0.636695	0.265293	0.0338811	0.0305505	0.204389	0.979298	0.940292	436.226	60.7404	0	0	0	0	0	0	0	
0.905353	0.605361	0.636695	0.210943	0.0338811	0.0305505	0.204389	0.979298	0.943694	390.917	53.4575	0	0	0	0	0	0	0	
0.64911	0.465612	0.39299	0.343931	0.240025	0.204677	0.385755	0.470887	0.950261	451.701	17.9101	0	0	0	0	0	0	0	
0.336671	0.258173	0.296158	0.219316	0.210148	0.408984	0.68024	0.8742	0.937817	460.142	118.441	0	0	0	0	0	0	0	
0.696761	0.257023	0.161314	0.125363	0.409934	0.387377	0.52669	0.511237	0.959937	372.419	43.2622	0	0	0	0	0	0	0	
0.696761	0.257023	0.163195	0.15354	0.351832	0.387377	0.552085	0.511237	0.959211	401.979	43.7253	0	0	0	0	0	0	0	
0.300939	0.324824	0.162083	0.0817767	0.322164	0.682726	0.781041	0.754252	0.957795	412.889	35.3087	0	0	0	0	0	0	0	
0.273991	0.324824	0.18286	0.0817767	0.360299	0.682726	0.68024	0.850408	0.936785	417.627	57.0548	0	0	0	0	0	0	0	
0.459122	0.2264	0.280381	0.0817767	0.359998	0.388267	0.66343	0.705569	0.921594	389.265	58.6134	0	0	0	0	0	0	0	
0.618356	0.670455	0.296158	0.167108	0.272712	0.682726	0.68024	0.850408	0.972317	428.191	41.0657	0	0	0	0	0	0	0	
0.618356	0.670455	0.296158	0.246915	0.272712	0.682726	0.68024	0.850408	0.965341	417.554	61.1447	0	0	0	0	0	0	0	
0.562517	0.461735	0.163195	0	0.496779	0.578926	0.521928	0.760868	0.891702	314.388	66.335	0	0	0	0	0	0	0	
0.244621	0.244439	0.280131	0.00600023	0.477579	0.455378	0.607641	0.718202	0.947011	367.776	306.205	0	0	0	0	0	0	0	
0.273991	0.227553	0.28696	0.249946	0.371264	0.445294	0.68024	0.814115	0.915478	449.929	379.672	0	0	0	0	0	0	0	
0.858325	0.494288	0.518155	0.068145	0.370846	0.573448	0.533851	0.789407	0.9873	380.474	141.042	0	0	0	0	0	0	0	
0.572058	0.257023	0.163195	0.12017	0.409934	0.387377	0.390267	0.348223	0.926721	389.705	46.8856	0	0	0	0	0	0	0	
0.661791	0.257023	0.256077	0.115761	0.364399	0.455723	0.390267	0.511237	0.96255	399.367	63.1136	0	0	0	0	0	0	0	
0.696761	0.257023	0.163195	0.125363	0.351832	0.387377	0.577116	0.511237	0.962485	398.523	61.6835	0	0	0	0	0	0	0	
0.273991	0.154032	0.219024	0.0953024	0.359998	0.682726	0.68024	0.850408	0.925086	447.217	96.2129	0	0	0	0	0	0	0	
0.273991	0.227553	0.296158	0.0817767	0.359998	0.434944	0.68024	0.850408	0.941327	422.037	136.445	0	0	0	0	0	0	0	
0.336671	0.227553	0.296158	0.222541	0.210148	0.434944	0.68024	0.8742	0.944294	457.73	191.32	0	0	0	0	0	0	0	
0.273991	0.227553	0.296158	0.114451	0.26784	0.434944	0.68024	1	0.956623	439.967	188.041	0	0	0	0	0	0	0	
0.273991	0.227553	0.296158	0.0817767	0.286999	0.51274	0.68024	0.87814	0.963923	428.274	120.17	0	0	0	0	0	0	0	
0.258949	0.227553	0.296158	0.11475	0.269587	0.434944	0.68024	1	0.959774	452.588	175.766	0	0	0	0	0	0	0	
0.273991	0.227553	0.296158	0.0817767	0.359998	0.434944	0.68024	0.850408	0.942448	418.003	187.076	0	0	0	0	0	0	0	
0.728449	0.69966	0.754747	0.265293	0.0457889	0.0305505	0.14094	0.704546	0.964773	420.239	171.788	0	0	0	0	0	0	0	
0.231431	0.227553	0.299665	0.121867	0.35739	0.434944	0.68024	0.923422	0.956857	433.106	102.925	0	0	0	0	0	0	0	
0.661791	0.239409	0.163195	0.125363	0.4622	0.387377	0.83822	1	0.947662	403.558	57.5721	0	0	0	0	0	0	0	
0.618356	0.659421	0.296158	0.246915	0.480507	0.682726	0.648961	0.850408	0.951247	412.133	55.4112	0	0	0	0	0	0	0	
0.368856	0.280708	0.120076	0.0863764	0.45797	0.379384	0.658883	0.666589	0.972572	411.557	34.1097	0	0	0	0	0	0	0	
0.661791	0.230707	0.311227	0.0936834	0.317493	0.387377	0.789032	1	0.94044	390.59	42.6228	0	0	0	0	0	0	0	
0.638474	0.257023	0.250592	0.232755	0.412263	0.472842	0.390267	0.511237	0.963071	436.526	45.2856	0	0	0	0	0	0	0	
0.600149	0.338122	0.296158	0.379172	0.260554	0.649862	0.68024	0.937622	0.956292	457.311	346.537	0	0	0	0	0	0	0	
0.661791	0.255694	0.163195	0.223392	0.364399	0.340909	0.390267	0.640023	0.942535	397.331	46.1084	0	0	0	0	0	0	0	
0.240313	0.324824	0.18286	0.0817767	0.435601	0.575748	0.68024	0.774066	0.950311	411.299	45.712	0	0	0	0	0	0	0	
0.562517	0.461735	0.163195	0	0.496779	0.409464	0.521928	0.760868	0.912472	318.484	71.3696	0	0	0	0	0	0	0	
0.284945	0.350052	0.215168	0.0841796	0.491389	0.468849	0.619001	0.850408	0.950679	429.9	198.593	0	0	0	0	0	0	0	
0.298879	0.1428	0.181563	0.114863	0.4795	0.590606	0.540873	0.542424	0.939632	409.988	69.831	0	0	0	0	0	0	0	
0.661791	0.223926	0.256077	0.115761	0.396456	0.455723	0.397111	0.604775	0.948719	396.784	107.732	0	0	0	0	0	0	0	
0.2919	0.254506	0.296158	0.0817767	0.526888	0.474931	0.68024	0.850408	0.95499	437.638	99.4909	0	0	0	0	0	0	0	
0.579768	0.211418	0.296158	0.0817767	0.484346	0.474931	0.749892	0.850408	0.936771	402.366	65.1803	0	0	0	0	0	0	0	
0.687112	0.206164	0.234745	0.128588	0.313216	0.579507	0.524799	0.511237	0.964085	412.133	46.8513	0	0	0	0	0	0	0	
0.273991	0.191315	0.292574	0.0817767	0.359998	0.734641	0.799732	0.850408	0.926441	421.44	191.04	0	0	0	0	0	0	0	
0.336671	0.227553	0.329441	0.222541	0.210148	0.434944	0.68024	0.846468	0.928619	454.811	104.255	0	0	0	0	0	0	0	
0.618356	0.72106	0.288969	0.251236	0.306541	0.508355	0.651994	0.826653	0.933184	415.614	52.8139	0	0	0	0	0	0	0	
0.181494	0.289659	0.163195	0.114863	0.4795	0.590606	0.658883	0.67121	0.923419	451.885	109.395	0	0	0	0	0	0	0	
0.463077	0.251106	0.163195	0.0394285	0.496779	0.387377	0.521928	0.67121	0.919017	380.387	81.2731	0	0	0	0	0	0	0	
0.463077	0.251106	0.163195	0	0.496779	0.387377	0.521928	0.67121	0.931059	356.692	66.5584	0	0	0	0	0	0	0	
0.185895	0.180942	0.163195	0.12314	0.496779	0.387377	0.521928	0.67121	0.931214	458.421	368.736	0	0	0	0	0	0	0	
0.185895	0.244439	0.293838	0.125363	0.477579	0.475229	0.565208	0.711654	0.954282	424.276	144.766	0	0	0	0	0	0	0	
0.573698	0.670455	0.337751	0.0841714	0.426873	0.682726	0.779374	0.765718	0.966348	392.829	67.5024	0	0	0	0	0	0	0	
0.185895	0.221229	0.161178	0.125363	0.467901	0.387377	0.488975	0.67121	0.922713	455.457	327.041	0	0	0	0	0	0	0	
0.313164	0.21575	0.296158	0.0701793	0.359998	0.629203	0.593623	0.885003	0.961686	416.783	132.732	0	0	0	0	0	0	0	
0.353799	0.179249	0.296158	0.120751	0.359998	0.433971	0.541406	0.932766	0.962263	426.403	102.785	0	0	0	0	0	0	0	
