#NSGA2
popsize 100
maxGen 20
numVar 8
numObj 2
numCons 6
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 20
currentGen	1
evaluateCount	100
totalTime	526.662
firstFrontCount	1
frontCount	100
avgEvalTime	5.26572
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	
0.713201	0.0492333	0.274293	0.572717	0.824565	0.982625	0.980165	0.441308	370.19	373.523	0	0	0	0	0	0	
0.287662	0.650221	0.672841	0.90321	0.597073	0.601009	0.738521	0.727572	3250.92	427.523	0	0	0	0	0	0	
0.795564	0.596298	0.988764	0.385211	0.17903	0.39523	0.0546619	0.622011	243.447	438.338	0	0	0	0	0	0	
0.464741	0.41064	0.0614291	0.797101	0.53461	0.0891533	0.551639	0.196494	2913.92	384.482	0	0	0	0	0	0	
0.687072	0.955434	0.967534	0.124394	0.68322	0.342922	0.105827	0.723038	247.978	390.21	0	0	0	0	0	0	
0.911206	0.701298	0.381068	0.26441	0.0820718	0.286062	0.949364	0.99611	41.8791	421.04	0	0	0	0	0	0	
0.205474	0.112328	0.742967	0.361884	0.314335	0.0728675	0.0520228	0.867938	2833.2	387.347	0	0	0	0	0	0	
0.51062	0.338629	0.690937	0.597345	0.516229	0.0287461	0.641625	0.799137	1745.94	445.019	0	0	0	0	0	0	
0.780651	0.723502	0.472602	0.355591	0.645	0.932254	0.714286	0.626991	41.3817	436.283	0	0	0	0	0	0	
0.507583	0.502999	0.415425	0.19849	0.824884	0.47584	0.315318	0.331012	47.5854	430.464	0	0	0	0	0	0	
0.172298	0.899244	0.740289	0.852782	0.385367	0.640729	0.236922	0.860921	2679.84	399.025	0	0	0	0	0	0	
0.670319	0.567298	0.266001	0.439829	0.532543	0.133553	0.81883	0.670601	106.046	437.701	0	0	0	0	0	0	
0.588539	0.589105	0.743859	0.440212	0.394791	0.740373	0.114782	0.138357	214.924	453.242	0	0	0	0	0	0	
0.984726	0.698101	0.852524	0.344796	0.22731	0.791744	0.854854	0.531902	64.2867	426.715	0	0	0	0	0	0	
0.220114	0.0230022	0.971793	0.0333628	0.821786	0.941862	0.792068	0.535963	550.591	342.617	0	0	0	0	0	0	
0.0844103	0.585688	0.169423	0.099651	0.864882	0.949716	0.0859847	0.561832	559.114	398.196	0	0	0	0	0	0	
0.495857	0.992671	0.282044	0.848774	0.722714	0.790173	0.232149	0.107834	1712.02	410.289	0	0	0	0	0	0	
0.725182	0.700211	0.577101	0.503322	0.209238	0.645203	0.254057	0.884426	40.0974	463.332	0	0	0	0	0	0	
0.979673	0.351792	0.472784	0.892027	0.897548	0.430514	0.193037	0.172015	346.109	419.986	0	0	0	0	0	0	
0.275318	0.566213	0.610838	0.243714	0.541903	0.238685	0.734346	0.641412	370.948	423.373	0	0	0	0	0	0	
0.0549594	0.0389927	0.0738852	0.954573	0.868969	0.308273	0.444152	0.610343	8246.66	351.057	0	0	0	0	0	0	
0.962598	0.822627	0.899844	0.544743	0.861687	0.215783	0.442381	0.056765	88.9697	445.949	0	0	0	0	0	0	
0.024501	0.0632786	0.0223117	0.243176	0.385498	0.245745	0.745842	0.529403	6276.64	398.064	0	0	0	0	0	0	
0.687931	0.460481	0.884668	0.879639	0.51299	0.0586166	0.391728	0.383076	1867.73	444.984	0	0	0	0	0	0	
0.730424	0.952091	0.320445	0.457081	0.689663	0.594486	0.138775	0.967611	50.2368	420.161	0	0	0	0	0	0	
0.776291	0.53562	0.420241	0.934746	0.44397	0.849302	0.899885	0.539285	1108.86	439.01	0	0	0	0	0	0	
0.367994	0.105931	0.443343	0.0437958	0.958234	0.148203	0.153309	0.376562	104.387	356.867	0	0	0	0	0	0	
0.39682	0.0853282	0.507144	0.677049	0.486947	0.540667	0.840793	0.770106	2365.02	389.061	0	0	0	0	0	0	
0.916457	0.0697137	0.844314	0.0447028	0.122534	0.596931	0.315431	0.216781	113.338	332.084	0	0	0	0	0	0	
0.246108	0.0433868	0.129495	0.18344	0.248388	0.605051	0.654863	0.238242	290.361	417.609	0	0	0	0	0	0	
0.011985	0.620992	0.545563	0.854811	0.963803	0.0800256	0.969374	0.0958298	3305.18	362.203	0	0	0	0	0	0	
0.841305	0.940753	0.892905	0.0464922	0.30997	0.989924	0.56302	0.461865	161.543	365.624	0	0	0	0	0	0	
0.0756774	0.233805	0.220242	0.417307	0.327008	0.91077	0.471246	0.956288	4170.06	403.147	0	0	0	0	0	0	
0.679003	0.0553467	0.147061	0.669009	0.623184	0.410007	0.58661	0.579818	757.136	352.504	0	0	0	0	0	0	
0.560993	0.602762	0.645419	0.495457	0.541706	0.565512	0.176338	0.802488	210.53	468.029	0	0	0	0	0	0	
0.360111	0.226483	0.0984765	0.734255	0.223976	0.46991	0.537334	0.624823	3295.57	378.758	0	0	0	0	0	0	
0.438848	0.175643	0.889468	0.553003	0.202487	0.984347	0.935851	0.988324	1934.6	410.349	0	0	0	0	0	0	
0.554085	0.743013	0.213966	0.151334	0.107505	0.434606	0.592805	0.534198	58.8699	397.382	0	0	0	0	0	0	
0.567766	0.697155	0.0157507	0.978024	0.383709	0.650564	0.683446	0.0338244	2850.67	351.48	0	0	0	0	0	0	
0.332792	0.395964	0.269126	0.767713	0.497771	0.38916	0.214654	0.89725	4440.85	421.969	0	0	0	0	0	0	
0.676141	0.698005	0.949458	0.389493	0.484141	0.562407	0.890192	0.753604	184.803	436.068	0	0	0	0	0	0	
0.668222	0.641283	0.275892	0.391827	0.00458443	0.0105729	0.951724	0.814813	39.4128	439.076	0	0	0	0	0	0	
0.357341	0.393986	0.551712	0.00492961	0.94732	0.277841	0.829574	0.205625	345.33	346.646	0	0	0	0	0	0	
0.736936	0.497938	0.781413	0.931208	0.735054	0.307245	0.733429	0.291826	2332.49	451.388	0	0	0	0	0	0	
0.754663	0.298174	0.0720538	0.372967	0.234722	0.530219	0.447431	0.124419	155.754	372.553	0	0	0	0	0	0	
0.698332	0.873859	0.759548	0.510303	0.568778	0.177668	0.996338	0.326248	117.132	455.352	0	0	0	0	0	0	
0.527934	0.829651	0.0666302	0.0734475	0.305794	0.438616	0.163921	0.786893	78.2609	354.433	0	0	0	0	0	0	



#Generation 2 / 20
currentGen	2
evaluateCount	200
totalTime	1024.57
firstFrontCount	1
frontCount	94
avgEvalTime	4.96687
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	
0.911206	0.701298	0.381068	0.26441	0.0820718	0.286062	0.949364	0.99611	41.8791	421.04	0	0	0	0	0	0	
0.201129	0.28517	0.248083	0.00337129	0.341304	0.452743	0.508167	0.675129	223.65	377.496	0	0	0	0	0	0	
0.911206	0.681145	0.458056	0.261218	0.0820718	0.27936	0.949364	0.860677	41.5729	423.306	0	0	0	0	0	0	
0.201129	0.0976238	0.206338	0.00337129	0.341304	0.452743	0.59023	0.675129	178.868	378.047	0	0	0	0	0	0	
0.624335	0.571829	0.464326	0.104228	0.141106	0.34601	0.767581	0.649392	52.2875	405.506	0	0	0	0	0	0	
0.21554	0.210118	0.345757	0.319933	0.166713	0.452074	0.612249	0.652218	1472.41	449.648	0	0	0	0	0	0	
0.720774	0.864087	0.577101	0.503322	0.209238	0.645203	0.71868	0.884426	37.3902	462.064	0	0	0	0	0	0	
0.641582	0.571829	0.464326	0.104228	0.141106	0.34601	0.797292	0.649392	50.2026	400.481	0	0	0	0	0	0	
0.537456	0.348408	0.269488	0.443426	0.134159	0.247608	0.393824	0.418705	224.316	448.994	0	0	0	0	0	0	
0.780651	0.593503	0.472602	0.415088	0.645	0.88212	0.794778	0.686513	33.4658	451.178	0	0	0	0	0	0	
0.734749	0.539756	0.434283	0.641289	0.100743	0.375729	0.91017	1	780.573	460.914	0	0	0	0	0	0	
0.201129	0.430827	0.232221	0.00337129	0.427724	0.452743	0.59023	0.675129	124.915	360.855	0	0	0	0	0	0	
0.665428	0.419382	0.560467	0.590203	0.287806	0.241973	0.215267	0.735044	235.487	455.659	0	0	0	0	0	0	
0.554085	0.743013	0.213966	0.151334	0.107505	0.434606	0.592805	0.534198	58.8699	397.382	0	0	0	0	0	0	
0.537456	0.24855	0.190986	0.443426	0.0354351	0.247608	0.393824	0.418705	231.332	420.488	0	0	0	0	0	0	
0.668222	0.641283	0.275892	0.391827	0.00458443	0.0105729	0.951724	0.814813	39.4128	439.076	0	0	0	0	0	0	
0.624335	0.781783	0.470501	0.104228	0.141106	0.34601	0.767581	0.649392	65.694	390.269	0	0	0	0	0	0	
0.780651	0.723502	0.472602	0.355591	0.645	0.932254	0.714286	0.626991	41.3817	436.283	0	0	0	0	0	0	
0.537456	0.348408	0.136627	0.443426	0.134159	0.247608	0.393824	0.418705	137.096	411.494	0	0	0	0	0	0	
0.984726	0.698101	0.852524	0.344796	0.22731	0.345204	0.685293	0.531902	56.3723	425.444	0	0	0	0	0	0	
0.959448	0.567117	0.75595	0.502961	0.27164	0.474538	0.352677	0.357319	41.8124	448.892	0	0	0	0	0	0	
0.201129	0.0976238	0.235436	0.00337129	0.341304	0.166653	0.575356	0.544833	223.393	364.987	0	0	0	0	0	0	
0.554085	0.743013	0.213966	0.151334	0.107505	0.690098	0.592805	0.535795	48.2945	392.665	0	0	0	0	0	0	
0.861796	0.668951	0.590289	0.361184	0.0509109	0.886052	0.540433	0.824738	34.3028	441.64	0	0	0	0	0	0	
0.874145	0.658147	0.661553	0.361184	0.149634	0.886052	0.539464	0.840229	31.1927	445.303	0	0	0	0	0	0	
0.21554	0.258115	0.576227	0.319933	0.166713	0.452074	0.481122	0.641604	1243.14	429.113	0	0	0	0	0	0	
0.21554	0.258115	0.576227	0.368534	0.11709	0.409081	0.481122	0.675252	2000.18	423.617	0	0	0	0	0	0	
0.201129	0	0.369196	0	0.341304	0.375301	0.59023	0.737559	436.92	334.378	0	0	0	0	0	0	
0.821166	0.600441	0.516057	0.270911	0.188844	0.453671	0.95618	0.573715	41.2768	432.481	0	0	0	0	0	0	
0.821166	0.600441	0.516057	0.270911	0.102015	0.470853	0.95618	0.573715	39.7732	431.202	0	0	0	0	0	0	
0.984726	0.698101	0.579172	0.344796	0.22731	0.789515	0.854854	0.467267	44.2023	430.106	0	0	0	0	0	0	
0.780651	0.723502	0.339741	0.355591	0.645	1	0.871164	0.626991	45.3469	433.399	0	0	0	0	0	0	
0.228416	0.325708	0.026867	0.319933	0.16037	0.452074	0.458508	0.777816	1389.12	378.66	0	0	0	0	0	0	
0.725182	0.700211	0.577101	0.503322	0.209238	0.645203	0.254057	0.884426	40.0974	463.332	0	0	0	0	0	0	
0.676141	0.698005	0.949458	0.389493	0.484141	0.562407	0.890192	0.753604	184.803	436.068	0	0	0	0	0	0	
0.947594	0.10969	0.00466649	0.0447028	0.122534	0.596931	0.315431	0.216781	65.4613	309.383	0	0	0	0	0	0	
0.682409	0.554565	0.288812	0.711545	0.453876	0.524752	0.91017	0.983549	1662.94	432.174	0	0	0	0	0	0	
0.676141	0.698005	0.948596	0.474207	0.669889	0.647105	0.890192	0.753604	199.864	446.501	0	0	0	0	0	0	
0.83982	0.253133	0.14445	0.239129	0.435541	0.806002	0.467941	0.613658	54.6634	400.071	0	0	0	0	0	0	
0.339113	0.034554	0	0.392143	0.305701	0.245745	0.506886	0.529403	1726.75	328.184	0	0	0	0	0	0	
0.668222	0.641283	0.178997	0.391827	0.117726	0.0105729	0.951724	0.814813	41.4714	419.084	0	0	0	0	0	0	
0.271738	0.395106	0.45653	0.592196	0.355806	0.262599	0.215267	0.672614	3005.6	437.322	0	0	0	0	0	0	
0.652085	0.741446	0.837766	0.88768	0.347236	0.469771	0.560354	0.334688	889.079	459.114	0	0	0	0	0	0	
0.63086	0.600441	0.516057	0.335883	0.188844	0.486536	0.95618	0.493703	130.71	446.682	0	0	0	0	0	0	
0.205474	0.112328	0	0.361884	0.162871	0.0728675	0.0520228	0.867938	3160.51	305.769	0	0	0	0	0	0	
0.560993	0.602762	0.645419	0.495457	0.541706	0.565512	0.176338	0.802488	210.53	468.029	0	0	0	0	0	0	
0.984726	0.698101	0.852524	0.344796	0.22731	0.791744	0.854854	0.531902	64.2867	426.715	0	0	0	0	0	0	
0.274532	0.59223	0.351951	0.344337	0.0342681	0.0105729	0.951724	0.814813	1664.12	452.877	0	0	0	0	0	0	
0.271738	0.419382	0.636526	0.592196	0.355806	0.241973	0.215267	0.735044	3189.54	433.852	0	0	0	0	0	0	
0.83982	0.22589	0.189419	0.0106337	0.424232	0.815824	0.439345	0.310149	67.6067	328.009	0	0	0	0	0	0	
0.677667	0.700211	0.409097	0.503322	0.209238	0.645203	0.254057	0.884426	42.3136	449.339	0	0	0	0	0	0	
0.507583	0.502999	0.415425	0.19849	0.824884	0.47584	0.315318	0.331012	47.5854	430.464	0	0	0	0	0	0	
0.900348	0.785348	0.58359	0.606947	0.948489	0.86031	0.496468	0.460993	31.3457	456.304	0	0	0	0	0	0	
0.527934	0.823967	0.0716346	0.0734475	0.305794	0.407196	0.191212	0.786893	68.4702	355.862	0	0	0	0	0	0	
0.246584	0.0433868	0.129495	0.18344	0.388359	0.588576	0.654863	0.26773	268.477	423.528	0	0	0	0	0	0	
0.978652	0.894975	0.587666	0.623194	0.0680154	0.561421	0.069395	0.12296	34.7612	448.87	0	0	0	0	0	0	
0.445708	0.308167	0.532525	0.540792	0.387668	0.756549	0.97103	0.667541	1126.22	450.831	0	0	0	0	0	0	
0.379549	0.600441	0.516057	0.329919	0.369857	0.453671	0.95618	0.629479	122.5	451.546	0	0	0	0	0	0	
0.560993	0.631408	0.402652	0.495457	0.188572	0.565512	0.176338	0.802488	831.956	455.636	0	0	0	0	0	0	
0.246108	0.0433868	0.129495	0.18344	0.248388	0.605051	0.654863	0.238242	290.361	417.609	0	0	0	0	0	0	
0.477372	0.89119	0.382818	0.111115	0.0510967	0.61603	0.900132	0.749782	69.5977	395.957	0	0	0	0	0	0	
0.634889	0.611421	0.71143	0.244154	0.533504	0.206159	0.0634376	0.270452	193.23	416.698	0	0	0	0	0	0	
0.83982	0.228416	0.633942	0.0106337	0.406006	0.571101	0.484944	0.404831	86.5354	335.984	0	0	0	0	0	0	
0.527934	0.829651	0.0666302	0.0734475	0.305794	0.438616	0.163921	0.786893	78.2609	354.433	0	0	0	0	0	0	
0.181539	0.252508	0.528372	0.709015	0	0.502609	0.439702	0.768427	5024.78	400.893	0	0	0	0	0	0	
0.689302	0.554565	0.0460459	0.641289	0.100743	0.375729	0.91017	0.983549	1158.57	383.154	0	0	0	0	0	0	
0.689302	0.0489171	0.0460459	0.641289	0.100743	0.425823	0.91017	0.983549	1697.36	357.964	0	0	0	0	0	0	
0.914483	0.756114	0.460285	0.796569	0.145303	0.324661	0.596441	0.334626	93.1832	444.465	0	0	0	0	0	0	
0.66218	0.570849	0.299785	0.505719	0.532543	0.133553	0.354207	0.763667	94.9408	435.638	0	0	0	0	0	0	
0.181539	0.255034	0.790894	0.709015	0.138474	0.257886	0.485302	0.768427	4222.75	382.442	0	0	0	0	0	0	
0.181539	0.255034	0.790894	0.705802	0.138474	0.257886	0.538304	0.73894	4393.84	386.367	0	0	0	0	0	0	
0.024501	0.0632786	0.0223117	0.243176	0.385498	0.245745	0.745842	0.529403	6276.64	398.064	0	0	0	0	0	0	
0.287662	0.650221	0.672841	0.90321	0.597073	0.601009	0.738521	0.727572	3250.92	427.523	0	0	0	0	0	0	
0.991066	0.144722	0.236807	0.707207	0.544062	0.649089	0.843896	0.779878	446.534	377.047	0	0	0	0	0	0	
0.841305	0.940753	0.892905	0.0464922	0.30997	0.989924	0.56302	0.461865	161.543	365.624	0	0	0	0	0	0	
0.841305	0.940753	0.451257	0.0464922	0.30997	0.989924	0.56302	0.461865	68.0298	361.145	0	0	0	0	0	0	
0.768005	0.448268	0.266001	0.352173	0.532543	0.136097	0.81883	0.670601	49.286	435.474	0	0	0	0	0	0	
0.360111	0.226483	0.0984765	0.734255	0.223976	0.46991	0.537334	0.624823	3295.57	378.758	0	0	0	0	0	0	
0.360111	0.226483	0.0984765	0.734255	0.223976	0.452728	0.537334	0.624823	3277.51	384.713	0	0	0	0	0	0	
0.978652	0.894975	0.419662	0.623194	0.0680154	0.561421	0.334368	0.12296	27.1329	435.948	0	0	0	0	0	0	
0.271738	0.361091	0.636526	0.594372	0.355806	0.241973	0.0760277	0.735044	2487.06	422.432	0	0	0	0	0	0	
0.959448	0.567117	0.000269718	0.502961	0.27164	0.474538	0.325389	0.326702	26.2508	326.307	0	0	0	0	0	0	
0.183202	0.641283	0.275892	0.339142	0.00458443	0.171416	0.951724	0.814813	1139.5	409.897	0	0	0	0	0	0	
0.39682	0.0853282	0.507144	0.677049	0.486947	0.540667	0.840793	0.770106	2365.02	389.061	0	0	0	0	0	0	
0.537456	0.308431	0.976275	0.366365	0.134159	0.247608	0.393824	0.418705	349.814	418.636	0	0	0	0	0	0	
0.246108	0.452341	0.129495	0.18344	0.248388	0.576625	0.654863	0.238242	84.13	432.707	0	0	0	0	0	0	
0.458408	0.712336	0.32335	0.112191	0.692329	0.957784	0.981521	0.549672	73.6182	396.471	0	0	0	0	0	0	
0.978652	0.894975	0.419662	0.623194	0.0680154	0.561421	0.069395	0.12296	33.4283	436.127	0	0	0	0	0	0	
0.821166	0.600441	0.516057	0.698379	0.20875	0.453671	0.95618	0.436126	153.082	459.829	0	0	0	0	0	0	
0.634889	0.744524	0.0889894	0.204244	0.542072	0.206159	0.0634376	0.264581	63.5604	365.624	0	0	0	0	0	0	
0.754663	0.298174	0.0720538	0.372967	0.234722	0.530219	0.447431	0.124419	155.754	372.553	0	0	0	0	0	0	
0.900348	0.687605	0.856942	0.606947	0.948489	0.86031	0.403679	0.460993	44.9194	454.413	0	0	0	0	0	0	
0.670319	0.567298	0.266001	0.439829	0.532543	0.133553	0.81883	0.670601	106.046	437.701	0	0	0	0	0	0	
0.165283	0.558528	0.577768	0.799477	0.308367	0.495159	0.638632	0.545216	4048.48	406.004	0	0	0	0	0	0	
0.275318	0.566213	0.610838	0.243714	0.541903	0.238685	0.734346	0.641412	370.948	423.373	0	0	0	0	0	0	
0.795564	0.596298	0.988764	0.385211	0.17903	0.39523	0.0546619	0.622011	243.447	438.338	0	0	0	0	0	0	
0.652085	0.855079	0.495473	0.88768	0.347236	0.577232	0.571981	0.432464	1729.81	450.498	0	0	0	0	0	0	
0.826689	0.623825	0.0206975	0.61204	0.104426	0.510059	0.50998	0.352272	135.1	360.542	0	0	0	0	0	0	
0.0914608	0.256162	0.451361	0.765508	0.381288	0.547588	0.545594	0.470459	5343.85	378.26	0	0	0	0	0	0	
0.765743	0.517407	0.623553	0.0128245	0.834487	0.318898	0.458632	0.32833	79.2635	345.269	0	0	0	0	0	0	



#Generation 3 / 20
currentGen	3
evaluateCount	300
totalTime	1532.79
firstFrontCount	4
frontCount	90
avgEvalTime	5.07908
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	
0.911206	0.701298	0.381068	0.26441	0.0820718	0.286062	0.949364	0.99611	41.8791	421.04	0	0	0	0	0	0	
0.591438	0.348408	0.251636	0.244847	0.138972	0.247608	0.393824	0.502828	36.8029	442.803	0	0	0	0	0	0	
0.676966	0.571829	0.464326	0.104228	0.156916	0.34601	0.465487	0.649392	50.6394	398.35	0	0	0	0	0	0	
0.911206	0.701298	0.374513	0.26441	0.0820718	0.523295	0.949364	1	42.3122	419.802	0	0	0	0	0	0	
0.734749	0.539756	0.434283	0.0913239	0.100743	0.375729	0.522643	1	51.0942	399.325	0	0	0	0	0	0	
0.252349	0.0988991	0.14452	0.00337129	0.341304	0.452743	0.59023	0.745874	65.1887	380.881	0	0	0	0	0	0	
0.201129	0.28517	0.248083	0.00337129	0.341304	0.452743	0.508167	0.675129	223.65	377.496	0	0	0	0	0	0	
0.911206	0.681145	0.458056	0.261218	0.0820718	0.27936	0.949364	0.860677	41.5729	423.306	0	0	0	0	0	0	
0.725182	0.705455	0.52388	0.503322	0.193428	0.645203	0.556151	0.884426	36.4769	465.273	0	0	0	0	0	0	
