#NSGA2
popsize 50
maxGen 200
numVar 8
numObj 3
numCons 8
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	14.8719
firstFrontCount	1
frontCount	50
avgEvalTime	0.295926
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.323562	0.496205	0.3563	0.382458	0.298424	0.450801	0.725002	0.853952	298.307	223.645	2.38748	0	0	0	0	0	0	0	0	
0.323562	0.496205	0.3563	0.382458	0.284335	0.436709	0.725002	1	241.009	26.7333	2.38359	0	0	0	0	0	0	0	0	
0.323562	0.496205	0.3563	0.382458	0.168386	0.450801	0.579515	0.822141	415.116	158.548	2.40318	0	0	0	0	0	0	0	0	
0.365041	0.289067	0.291647	0.412497	0.182024	0.663187	0.587606	0.822107	452.53	277.937	2.40645	0	0	0	0	0	0	0	0	
0.343007	0.345386	0.291647	0.473898	0.182024	0.746352	0.730559	0.853952	293.517	145.266	2.4117	0	0	0	0	0	0	0	0	
0.392088	0.54324	0.494077	0.408642	0.148253	0.471303	0.419625	0.493655	410.463	160.386	2.41064	0	0	0	0	0	0	0	0	
0.392088	0.54324	0.494077	0.408642	0.299354	0.471303	0.419625	0.703182	395.785	224.207	2.39563	0	0	0	0	0	0	0	0	
0.485421	0.550843	0.469773	0.382003	0.189797	0.27562	0.598546	0.452204	77.1576	343.109	2.42001	0	0	0	0	0	0	0	0	
0.312956	0.491533	0.494771	0.408642	0.0491458	0.507903	0.554523	0.522633	342.285	228.636	2.41256	0	0	0	0	0	0	0	0	
0.336432	0.551534	0.444394	0.408642	0.28541	0.409636	0.508048	0.764618	366.405	137.297	2.41256	0	0	0	0	0	0	0	0	
0.414843	0.370724	0.291647	0.416176	0.447417	0.67986	0.587606	0.853952	408.794	16.1623	2.40877	0	0	0	0	0	0	0	0	
0.312956	0.329231	0.494771	0.475468	0.226515	0.507903	0.626169	0.589875	275.896	20.9078	2.38714	0	0	0	0	0	0	0	0	
0.365041	0.370724	0.291647	0.416176	0.182024	0.67986	0.587606	0.853952	429.62	8.25393	2.42344	0	0	0	0	0	0	0	0	
0.365041	0.370724	0.291647	0.416176	0.603478	0.67986	0.58626	0.853952	497.022	229.726	2.42438	0	0	0	0	0	0	0	0	
0.327956	0.370724	0.291647	0.473524	0.302264	0.443423	0.58626	0.853952	263.112	4.74973	2.40944	0	0	0	0	0	0	0	0	
0.365041	0.249303	0.406494	0.429025	0.182024	0.611883	0.565787	0.853952	304.572	20.0664	2.4333	0	0	0	0	0	0	0	0	
0.481142	0.25997	0.291647	0.412497	0.182024	0.663187	0.587606	0.822107	38.4296	379.091	2.43585	0	0	0	0	0	0	0	0	
0.480653	0.370724	0.291647	0.520345	0.273024	0.443423	0.58626	0.972988	404.103	321.531	2.4286	0	0	0	0	0	0	0	0	
0.318298	0.547937	0.437635	0.382003	0.0103593	0.27562	0.532264	0.833238	259.179	75.9134	2.39719	0	0	0	0	0	0	0	0	
0.362809	0.551534	0.444394	0.408642	0.28541	0.409636	0.508048	0.465309	473.23	230.252	2.40568	0	0	0	0	0	0	0	0	
0.292717	0.473533	0.518797	0.408642	0.254854	0.364672	0.429359	0.423372	311.919	64.8282	2.43306	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.170534	0.379389	0.334845	0.333334	0.58626	0.853952	260.43	449.194	2.32024	0	0	0	0	0	0	0	0	
0.318136	0.382041	0.3563	0.39111	0.303559	0.495603	0.63277	0.495198	435.102	259.002	2.39966	0	0	0	0	0	0	0	0	
0.320025	0.197544	0.291647	0.412497	0.182024	0.612201	0.587606	0.840191	262.749	19.0675	2.45049	0	0	0	0	0	0	0	0	
0.292717	0.473533	0.518797	0.528161	0.254854	0.364672	0.429359	0.423372	311.749	43.0878	2.40897	0	0	0	0	0	0	0	0	
0.308918	0.550843	0.513799	0.408642	0	0.27562	0.42671	0.771588	257.124	39.419	2.41304	0	0	0	0	0	0	0	0	



#Generation 10 / 200
currentGen	10
evaluateCount	500
totalTime	141.396
firstFrontCount	1
frontCount	41
avgEvalTime	0.266697
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.376193	0.382041	0.3563	0.382458	0.298424	0.467903	0.63277	0.875619	448.19	7.77922	2.41512	0	0	0	0	0	0	0	0	
0.343007	0.375038	0.416728	0.416176	0.182024	0.636059	0.649425	0.797207	393.215	17.5888	2.41507	0	0	0	0	0	0	0	0	
0.345238	0.339862	0.361878	0.416176	0.263016	0.443423	0.664214	0.916644	304.801	8.81783	2.40789	0	0	0	0	0	0	0	0	
0.376464	0.380178	0.343511	0.416176	0.431925	0.443423	0.58626	0.801822	408.642	148.601	2.39485	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.58626	0.853952	410.529	8.3257	2.41514	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.586723	0.916644	414.982	35.3104	2.41816	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.572161	0.586723	0.916644	389.144	134.792	2.41748	0	0	0	0	0	0	0	0	
0.328295	0.363892	0.405504	0.409226	0	0.27562	0.554523	0.844536	255.744	3.49867	2.40373	0	0	0	0	0	0	0	0	
0.323562	0.382041	0.3563	0.382458	0.298424	0.495603	0.63277	0.853952	447.65	8.31369	2.42322	0	0	0	0	0	0	0	0	
0.339005	0.415581	0.387451	0.408642	0.170155	0.27562	0.380235	0.465309	395.733	5.27057	2.39894	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.402487	0.455285	0.296494	0.450745	0.636077	0.853952	426.617	34.8485	2.42985	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.442993	0.443423	0.58626	0.799505	358.428	16.182	2.40881	0	0	0	0	0	0	0	0	
0.308463	0.419599	0.402487	0.407032	0.438729	0.450745	0.63277	0.853952	318.197	4.59846	2.41599	0	0	0	0	0	0	0	0	
0.365041	0.413848	0.406494	0.429025	0.182024	0.611883	0.565787	0.853952	245.13	130.558	2.36062	0	0	0	0	0	0	0	0	
0.345238	0.426581	0.361878	0.416176	0.370787	0.443423	0.58626	0.853952	317.67	4.29915	2.40291	0	0	0	0	0	0	0	0	
0.362268	0.279385	0.387203	0.416176	0.431925	0.443423	0.586841	0.820795	307.066	5.76425	2.40905	0	0	0	0	0	0	0	0	
0.305739	0.370724	0.297486	0.371796	0.291621	0.443423	0.618983	0.853952	467.134	125.163	2.41499	0	0	0	0	0	0	0	0	
0.343007	0.266397	0.291647	0.407877	0.182024	0.310601	0.649425	0.780999	313.134	18.6861	2.41686	0	0	0	0	0	0	0	0	
0.39012	0.381587	0.369542	0.43874	0.196239	0.623436	0.54784	0.920134	439.311	8.74445	2.41736	0	0	0	0	0	0	0	0	
0.392088	0.447456	0.494077	0.408642	0.168729	0.471303	0.428188	0.483557	432.977	9.56353	2.43195	0	0	0	0	0	0	0	0	
0.404818	0.366615	0.291647	0.406386	0.182024	0.67986	0.649425	0.856766	478.33	419.959	2.37683	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.416176	0.347269	0.443423	0.58626	0.853952	270.794	25.325	2.39947	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.416176	0.431925	0.443423	0.58626	0.853952	290.184	73.1443	2.4002	0	0	0	0	0	0	0	0	
0.392088	0.54324	0.519087	0.490121	0.0500429	0.292162	0.419625	0.493655	385.709	62.7885	2.43744	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.416176	0.447864	0.443423	0.58626	0.845902	213.752	74.2554	2.36427	0	0	0	0	0	0	0	0	
0.412094	0.360175	0.291647	0.416176	0.182024	0.67986	0.649425	0.853952	446.87	318.857	2.39967	0	0	0	0	0	0	0	0	
0.412094	0.360175	0.291647	0.416176	0.196239	0.67986	0.649425	0.853952	451.065	142.2	2.41405	0	0	0	0	0	0	0	0	
0.418531	0.360175	0.291647	0.416176	0.182024	0.67986	0.649425	0.863629	278.326	109.583	2.39186	0	0	0	0	0	0	0	0	
0.305739	0.370724	0.297486	0.391602	0.291621	0.443423	0.618983	0.853952	294.589	67.9423	2.40632	0	0	0	0	0	0	0	0	
0.287316	0.402333	0.402487	0.447165	0.391992	0.450745	0.565682	0.853952	263.936	4.55976	2.41001	0	0	0	0	0	0	0	0	
0.418201	0.551534	0.460689	0.408642	0.228159	0.201468	0.220156	0.427939	93.5493	300.301	2.39751	0	0	0	0	0	0	0	0	
0.240127	0.367169	0.402487	0.382458	0.298424	0.450745	0.63277	0.853952	387.58	19.2342	2.45773	0	0	0	0	0	0	0	0	
0.240127	0.360728	0.402487	0.392248	0.298424	0.434458	0.63277	0.860815	265.62	20.5938	2.42782	0	0	0	0	0	0	0	0	
0.30994	0.282994	0.291647	0.416176	0.350933	0.67986	0.649425	0.737941	265.433	131.777	2.4196	0	0	0	0	0	0	0	0	
0.287316	0.402333	0.402487	0.455285	0.298424	0.450745	0.636077	0.853952	216.124	8.86297	2.36404	0	0	0	0	0	0	0	0	
0.412094	0.360175	0.291647	0.408489	0.182024	0.67986	0.624012	0.853952	476.889	224.579	2.42467	0	0	0	0	0	0	0	0	
0.367212	0.370724	0.283983	0.416176	0.431925	0.393437	0.606544	0.97918	277.413	32.895	2.38621	0	0	0	0	0	0	0	0	
0.360911	0.268065	0.447075	0.416176	0.182024	0.636059	0.649425	0.808916	268.462	12.8772	2.41857	0	0	0	0	0	0	0	0	
0.343007	0.266397	0.291647	0.416176	0.182024	0.67986	0.649425	0.853952	456.732	175.747	2.43754	0	0	0	0	0	0	0	0	
0.312956	0.450937	0.494771	0.475468	0.117625	0.507903	0.554523	0.589875	302.36	62.671	2.4017	0	0	0	0	0	0	0	0	
0.480653	0.370724	0.291647	0.474976	0.273024	0.378241	0.58626	0.972988	298.964	166.803	2.41718	0	0	0	0	0	0	0	0	
0.480653	0.370724	0.291647	0.474976	0.273024	0.378241	0.540636	0.972988	313.513	241.573	2.37937	0	0	0	0	0	0	0	0	
0.214084	0.382041	0.3563	0.382458	0.298424	0.467903	0.632757	0.875619	310.814	14.4873	2.46012	0	0	0	0	0	0	0	0	
0.236414	0.419599	0.402487	0.414719	0.438729	0.450745	0.63277	0.853952	241.515	164.054	2.42107	0	0	0	0	0	0	0	0	
0.323562	0.496205	0.3563	0.382458	0.298424	0.450801	0.725002	0.853952	298.307	223.645	2.38748	0	0	0	0	0	0	0	0	
0.323562	0.496205	0.3563	0.382458	0.284335	0.436709	0.725002	1	241.009	26.7333	2.38359	0	0	0	0	0	0	0	0	
0.323562	0.496205	0.3563	0.382458	0.168386	0.450801	0.579515	0.822141	415.116	158.548	2.40318	0	0	0	0	0	0	0	0	
0.365041	0.289067	0.291647	0.412497	0.182024	0.663187	0.587606	0.822107	452.53	277.937	2.40645	0	0	0	0	0	0	0	0	
0.343007	0.345386	0.291647	0.473898	0.182024	0.746352	0.730559	0.853952	293.517	145.266	2.4117	0	0	0	0	0	0	0	0	
0.392088	0.54324	0.494077	0.408642	0.299354	0.471303	0.419625	0.703182	395.785	224.207	2.39563	0	0	0	0	0	0	0	0	



#Generation 11 / 200
currentGen	11
evaluateCount	550
totalTime	155.181
firstFrontCount	1
frontCount	40
avgEvalTime	0.27248
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.376193	0.382041	0.3563	0.382458	0.298424	0.467903	0.63277	0.875619	448.19	7.77922	2.41512	0	0	0	0	0	0	0	0	
0.345238	0.359742	0.361878	0.416176	0.263016	0.443423	0.629801	0.917103	354.32	10.3782	2.4134	0	0	0	0	0	0	0	0	
0.343007	0.375038	0.416728	0.416176	0.182024	0.636059	0.649425	0.797207	393.215	17.5888	2.41507	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.340336	0.353157	0.443423	0.58626	0.853952	433.699	84.902	2.40213	0	0	0	0	0	0	0	0	
0.345238	0.339862	0.361878	0.416176	0.263016	0.443423	0.664214	0.916644	304.801	8.81783	2.40789	0	0	0	0	0	0	0	0	
0.376464	0.380178	0.343511	0.416176	0.431925	0.443423	0.58626	0.801822	408.642	148.601	2.39485	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.455786	0.382458	0.298424	0.463446	0.619589	0.875619	479.43	31.1426	2.38229	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.58626	0.853952	410.529	8.3257	2.41514	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.586723	0.916644	414.982	35.3104	2.41816	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.572161	0.586723	0.916644	389.144	134.792	2.41748	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.352686	0.483198	0.58623	0.916644	364.268	14.0913	2.41138	0	0	0	0	0	0	0	0	
0.328295	0.363892	0.405504	0.409226	0	0.27562	0.554523	0.844536	255.744	3.49867	2.40373	0	0	0	0	0	0	0	0	
0.328295	0.367575	0.405504	0.409226	0.0985389	0.306003	0.554523	0.844536	254.345	3.54975	2.40701	0	0	0	0	0	0	0	0	
0.323562	0.382041	0.3563	0.382458	0.298424	0.495603	0.63277	0.853952	447.65	8.31369	2.42322	0	0	0	0	0	0	0	0	
0.336849	0.370724	0.434158	0.391602	0.424951	0.443423	0.618983	0.930342	376.794	6.39412	2.42071	0	0	0	0	0	0	0	0	
0.339005	0.415581	0.387451	0.408642	0.170155	0.27562	0.380235	0.465309	395.733	5.27057	2.39894	0	0	0	0	0	0	0	0	
0.39012	0.381587	0.330219	0.43874	0.196239	0.413501	0.641811	0.990003	366.992	141.03	2.38847	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.402487	0.455285	0.296494	0.450745	0.636077	0.853952	426.617	34.8485	2.42985	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.402487	0.455285	0.385968	0.450745	0.636077	0.856224	439.919	56.6051	2.41728	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.442993	0.443423	0.58626	0.799505	358.428	16.182	2.40881	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.299013	0.443423	0.58626	0.799505	307.841	139.689	2.39434	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.442993	0.447881	0.599441	0.799505	447.782	7.71016	2.40299	0	0	0	0	0	0	0	0	
0.370763	0.42835	0.402487	0.455285	0.348017	0.570617	0.636077	0.853952	353.398	33.9742	2.39825	0	0	0	0	0	0	0	0	
0.308463	0.419599	0.402487	0.407032	0.438729	0.450745	0.63277	0.853952	318.197	4.59846	2.41599	0	0	0	0	0	0	0	0	
0.308463	0.419599	0.424817	0.394712	0.438729	0.450745	0.63277	0.842687	257.645	79.1695	2.38871	0	0	0	0	0	0	0	0	
0.365041	0.413848	0.406494	0.429025	0.182024	0.611883	0.565787	0.853952	245.13	130.558	2.36062	0	0	0	0	0	0	0	0	
0.280601	0.317546	0.402487	0.392248	0.298424	0.438576	0.63277	0.860815	352.99	24.303	2.42026	0	0	0	0	0	0	0	0	
0.29314	0.382041	0.417374	0.382458	0.176401	0.467903	0.63277	0.875619	272.435	3.64853	2.40783	0	0	0	0	0	0	0	0	
0.345238	0.426581	0.475384	0.416176	0.364899	0.443423	0.508743	0.853952	373.672	25.2042	2.39195	0	0	0	0	0	0	0	0	
0.345238	0.426581	0.361878	0.416176	0.370787	0.443423	0.58626	0.853952	317.67	4.29915	2.40291	0	0	0	0	0	0	0	0	
0.362268	0.279385	0.387203	0.416176	0.431925	0.443423	0.586841	0.820795	307.066	5.76425	2.40905	0	0	0	0	0	0	0	0	
0.305739	0.370724	0.297486	0.371796	0.291621	0.443423	0.618983	0.853952	467.134	125.163	2.41499	0	0	0	0	0	0	0	0	
0.343007	0.266397	0.291647	0.407877	0.182024	0.310601	0.649425	0.780999	313.134	18.6861	2.41686	0	0	0	0	0	0	0	0	
0.39012	0.381587	0.369542	0.43874	0.196239	0.623436	0.54784	0.920134	439.311	8.74445	2.41736	0	0	0	0	0	0	0	0	
0.392088	0.447456	0.494077	0.408642	0.168729	0.471303	0.428188	0.483557	432.977	9.56353	2.43195	0	0	0	0	0	0	0	0	
0.404818	0.366615	0.291647	0.406386	0.182024	0.67986	0.649425	0.856766	478.33	419.959	2.37683	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.420265	0.653358	0.586723	0.916644	466.134	302.772	2.39647	0	0	0	0	0	0	0	0	
0.323562	0.260022	0.406761	0.382458	0.298424	0.495603	0.807392	0.912112	309.998	16.0421	2.39851	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.416176	0.347269	0.443423	0.58626	0.853952	270.794	25.325	2.39947	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.416176	0.431925	0.443423	0.58626	0.853952	290.184	73.1443	2.4002	0	0	0	0	0	0	0	0	
0.392088	0.54324	0.519087	0.490121	0.0500429	0.292162	0.419625	0.493655	385.709	62.7885	2.43744	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.416176	0.447864	0.443423	0.58626	0.845902	213.752	74.2554	2.36427	0	0	0	0	0	0	0	0	
0.412094	0.360175	0.291647	0.416176	0.182024	0.67986	0.649425	0.853952	446.87	318.857	2.39967	0	0	0	0	0	0	0	0	
0.412094	0.360175	0.291647	0.416176	0.196239	0.67986	0.649425	0.853952	451.065	142.2	2.41405	0	0	0	0	0	0	0	0	
0.418531	0.360175	0.291647	0.416176	0.182024	0.67986	0.649425	0.863629	278.326	109.583	2.39186	0	0	0	0	0	0	0	0	
0.408564	0.268065	0.424745	0.416176	0.182024	0.636059	0.649425	0.808916	429.373	14.2753	2.43352	0	0	0	0	0	0	0	0	
0.305739	0.370724	0.297486	0.391602	0.291621	0.443423	0.618983	0.853952	294.589	67.9423	2.40632	0	0	0	0	0	0	0	0	
0.287316	0.402333	0.402487	0.447165	0.391992	0.450745	0.565682	0.853952	263.936	4.55976	2.41001	0	0	0	0	0	0	0	0	
0.418201	0.551534	0.460689	0.408642	0.228159	0.201468	0.220156	0.427939	93.5493	300.301	2.39751	0	0	0	0	0	0	0	0	
0.240127	0.360728	0.402487	0.392248	0.298424	0.434458	0.63277	0.860815	265.62	20.5938	2.42782	0	0	0	0	0	0	0	0	



#Generation 12 / 200
currentGen	12
evaluateCount	600
totalTime	168.751
firstFrontCount	2
frontCount	38
avgEvalTime	0.268208
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.376193	0.382041	0.3563	0.382458	0.298424	0.467903	0.63277	0.875619	448.19	7.77922	2.41512	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.3563	0.382458	0.238815	0.483607	0.63277	0.86517	385.733	81.5019	2.40829	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.410435	0.397299	0.298424	0.463446	0.619589	0.875619	454.847	83.9597	2.42083	0	0	0	0	0	0	0	0	
0.355145	0.370724	0.375745	0.416176	0.431925	0.445527	0.618541	0.853952	394.707	8.31363	2.40005	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.368689	0.377927	0.385968	0.450745	0.63478	0.856224	485.631	10.3544	2.41846	0	0	0	0	0	0	0	0	
0.345238	0.359742	0.361878	0.416176	0.263016	0.443423	0.629801	0.917103	354.32	10.3782	2.4134	0	0	0	0	0	0	0	0	
0.345238	0.359742	0.361878	0.416176	0.263016	0.443423	0.741038	0.917103	312.347	4.75671	2.39823	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.33777	0.403007	0.298424	0.463446	0.619589	0.875619	481.24	168.892	2.41186	0	0	0	0	0	0	0	0	
0.343007	0.375038	0.416728	0.416176	0.182024	0.636059	0.649425	0.797207	393.215	17.5888	2.41507	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.291647	0.340336	0.353157	0.443423	0.58626	0.853952	433.699	84.902	2.40213	0	0	0	0	0	0	0	0	
0.336849	0.36292	0.411272	0.391602	0.375577	0.449006	0.545116	0.930342	376.075	16.3448	2.40412	0	0	0	0	0	0	0	0	
0.345238	0.339862	0.361878	0.416176	0.263016	0.443423	0.664214	0.916644	304.801	8.81783	2.40789	0	0	0	0	0	0	0	0	
0.376464	0.380178	0.343511	0.416176	0.431925	0.443423	0.58626	0.801822	408.642	148.601	2.39485	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.455786	0.382458	0.298424	0.463446	0.619589	0.875619	479.43	31.1426	2.38229	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.58626	0.853952	410.529	8.3257	2.41514	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.586723	0.916644	414.982	35.3104	2.41816	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.572161	0.586723	0.916644	389.144	134.792	2.41748	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.352686	0.483198	0.58623	0.916644	364.268	14.0913	2.41138	0	0	0	0	0	0	0	0	
0.345238	0.370724	0.361878	0.416176	0.431925	0.443423	0.586723	0.916644	346.825	5.65475	2.41159	0	0	0	0	0	0	0	0	
0.328295	0.363892	0.405504	0.409226	0	0.27562	0.554523	0.844536	255.744	3.49867	2.40373	0	0	0	0	0	0	0	0	
0.328295	0.367575	0.405504	0.409226	0.0985389	0.306003	0.554523	0.844536	254.345	3.54975	2.40701	0	0	0	0	0	0	0	0	
0.328295	0.367575	0.405504	0.409226	0.0985389	0.306003	0.593848	0.722062	303.273	5.51509	2.41982	0	0	0	0	0	0	0	0	
0.323562	0.382041	0.3563	0.382458	0.298424	0.495603	0.63277	0.853952	447.65	8.31369	2.42322	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.402048	0.416176	0.442993	0.426418	0.58626	0.799505	405.747	11.2079	2.42473	0	0	0	0	0	0	0	0	
0.300444	0.382041	0.367628	0.382458	0.298424	0.463446	0.619589	0.875619	305.382	4.22893	2.40055	0	0	0	0	0	0	0	0	
0.336849	0.370724	0.434158	0.391602	0.424951	0.443423	0.618983	0.930342	376.794	6.39412	2.42071	0	0	0	0	0	0	0	0	
0.336849	0.370724	0.434158	0.391602	0.424951	0.443423	0.518144	0.930342	387.714	10.8106	2.39211	0	0	0	0	0	0	0	0	
0.339005	0.415581	0.387451	0.408642	0.170155	0.27562	0.380235	0.465309	395.733	5.27057	2.39894	0	0	0	0	0	0	0	0	
0.345238	0.399848	0.377076	0.423266	0.431925	0.582057	0.58626	0.853952	306.899	10.2912	2.40186	0	0	0	0	0	0	0	0	
0.328295	0.367575	0.378809	0.409226	0.180163	0.160122	0.564413	0.886493	310.715	25.4108	2.36786	0	0	0	0	0	0	0	0	
0.451227	0.399227	0.387288	0.488535	0.348017	0.431983	0.812164	0.853952	331.26	4.47773	2.40642	0	0	0	0	0	0	0	0	
0.376464	0.407901	0.343511	0.416176	0.295956	0.456487	0.58626	0.816059	411.653	36.1211	2.40014	0	0	0	0	0	0	0	0	
0.39012	0.381587	0.330219	0.43874	0.196239	0.413501	0.641811	0.990003	366.992	141.03	2.38847	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.402487	0.455285	0.296494	0.450745	0.636077	0.853952	426.617	34.8485	2.42985	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.402487	0.455285	0.385968	0.450745	0.636077	0.856224	439.919	56.6051	2.41728	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.442993	0.443423	0.58626	0.799505	358.428	16.182	2.40881	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.299013	0.443423	0.58626	0.799505	307.841	139.689	2.39434	0	0	0	0	0	0	0	0	
0.345238	0.400564	0.361878	0.416176	0.442993	0.447881	0.599441	0.799505	447.782	7.71016	2.40299	0	0	0	0	0	0	0	0	
0.370763	0.42835	0.402487	0.455285	0.348017	0.570617	0.636077	0.853952	353.398	33.9742	2.39825	0	0	0	0	0	0	0	0	
0.308463	0.419599	0.402487	0.407032	0.438729	0.450745	0.63277	0.853952	318.197	4.59846	2.41599	0	0	0	0	0	0	0	0	
0.323562	0.41316	0.3563	0.382458	0.305799	0.495603	0.63277	0.853952	339.752	32.1803	2.40241	0	0	0	0	0	0	0	0	
0.308463	0.419599	0.424817	0.394712	0.438729	0.450745	0.63277	0.842687	257.645	79.1695	2.38871	0	0	0	0	0	0	0	0	
0.365041	0.413848	0.406494	0.429025	0.182024	0.611883	0.565787	0.853952	245.13	130.558	2.36062	0	0	0	0	0	0	0	0	
0.345238	0.297865	0.361878	0.416176	0.315077	0.443423	0.553931	0.916644	439.015	28.722	2.42344	0	0	0	0	0	0	0	0	
0.280601	0.317546	0.402487	0.392248	0.298424	0.438576	0.63277	0.860815	352.99	24.303	2.42026	0	0	0	0	0	0	0	0	
0.29314	0.382041	0.417374	0.382458	0.176401	0.467903	0.63277	0.875619	272.435	3.64853	2.40783	0	0	0	0	0	0	0	0	
0.372335	0.42835	0.497367	0.439256	0.296494	0.450745	0.636077	1	393.164	8.15837	2.39883	0	0	0	0	0	0	0	0	
0.345238	0.426581	0.475384	0.416176	0.364899	0.443423	0.508743	0.853952	373.672	25.2042	2.39195	0	0	0	0	0	0	0	0	
0.345238	0.426581	0.361878	0.416176	0.370787	0.443423	0.58626	0.853952	317.67	4.29915	2.40291	0	0	0	0	0	0	0	0	
0.362268	0.279385	0.387203	0.416176	0.431925	0.443423	0.586841	0.820795	307.066	5.76425	2.40905	0	0	0	0	0	0	0	0	



#Generation 13 / 200
currentGen	13
evaluateCount	650
totalTime	183.362
firstFrontCount	1
frontCount	36
avgEvalTime	0.283034
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.382792	0.382041	0.3563	0.382458	0.264823	0.467903	0.63277	0.898709	383.359	5.90719	2.40887	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.3563	0.382458	0.298424	0.467903	0.63277	0.875619	448.19	7.77922	2.41512	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.3563	0.382458	0.238815	0.483607	0.63277	0.86517	385.733	81.5019	2.40829	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.3563	0.382458	0.131318	0.483607	0.63277	0.86517	490.193	12.0934	2.41302	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.410435	0.397299	0.298424	0.463446	0.619589	0.875619	454.847	83.9597	2.42083	0	0	0	0	0	0	0	0	
0.355145	0.370724	0.375745	0.392919	0.340835	0.445527	0.743211	0.853952	283.445	3.56325	2.37965	0	0	0	0	0	0	0	0	
0.4673	0.382041	0.342114	0.382458	0.298424	0.463446	0.619589	0.875619	10.5772	117.752	2.4264	0	0	0	0	0	0	0	0	
0.376193	0.382041	0.361605	0.403007	0.298424	0.491842	0.619589	0.907558	280.893	66.068	2.38398	0	0	0	0	0	0	0	0	
0.355145	0.370724	0.375745	0.416176	0.431925	0.445527	0.618541	0.853952	394.707	8.31363	2.40005	0	0	0	0	0	0	0	0	
