#NSGA2
popsize 50
maxGen 200
numVar 8
numObj 3
numCons 8
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	50
totalTime	14.8719
firstFrontCount	1
frontCount	50
avgEvalTime	0.295926
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.512796	0.119602	0.0697515	0.472889	0.266326	0.600227	0.510458	0.40379	32.3016	1292.97	2.39278	0	0	0	0	0	0	0	0	
0.230168	0.715474	0.875381	0.784006	0.66141	0.329217	0.0374255	0.430724	264.532	22.1049	2.41492	0	0	0	0	0	0	0	0	
0.774019	0.0279945	0.598587	0.928418	0.458029	0.526341	0.29968	0.171608	597.58	425.025	2.36529	0	0	0	0	0	0	0	0	
0.162405	0.333209	0.853332	0.56755	0.389241	0.322627	0.0945106	0.180683	192.329	10.8951	2.40928	0	0	0	0	0	0	0	0	
0.114915	0.252221	0.742348	0.847163	0.946566	0.0388493	0.0239675	0.532569	159.955	11.7345	2.42868	0	0	0	0	0	0	0	0	
0.318022	0.24048	0.286215	0.248671	0.703846	0.861962	0.192733	0.601845	44.494	3431.88	2.39451	0	0	0	0	0	0	0	0	
0.00464496	0.645336	0.369024	0.0974408	0.728017	0.0251049	0.971633	0.177038	23.1952	703.687	2.47044	0	0	0	0	0	0	0	0	
0.0266778	0.569764	0.319191	0.308878	0.830283	0.250241	0.60679	0.593256	231.193	230.643	2.3756	0	0	0	0	0	0	0	0	
0.00147616	0.812405	0.489742	0.985608	0.0234628	0.816117	0.452061	0.426418	185.805	23.3697	2.43747	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.749525	0.465097	0.227721	0.330077	0.521235	0.352776	483.197	474.631	2.45195	0	0	0	0	0	0	0	0	
0.787182	0.23838	0.970474	0.22439	0.555138	0.885397	0.978085	0.803917	182.328	5311.97	2.42864	0	0	0	0	0	0	0	0	



#Generation 2 / 200
currentGen	2
evaluateCount	100
totalTime	30.2495
firstFrontCount	1
frontCount	50
avgEvalTime	0.282787
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.365041	0.370724	0.291647	0.416176	0.603478	0.67986	0.58626	0.853952	497.022	229.726	2.42438	0	0	0	0	0	0	0	0	
0.308918	0.551534	0.399857	0.408642	0.278335	0.27562	0.220156	0.424146	348.354	249.201	2.39346	0	0	0	0	0	0	0	0	
0.164462	0.191256	0.13086	0.186011	0.392319	0.0433027	0.500569	0.619987	208.081	42.8785	2.34315	0	0	0	0	0	0	0	0	
0.0485622	0.146281	0.399857	0.408642	0.278335	0.206962	0.220156	0.424146	162.585	2.35482	2.50757	0	0	0	0	0	0	0	0	
0.332686	0.536286	0.535941	0.513832	0.328243	0.823631	0.624299	0.511517	283.548	194.637	2.36505	0	0	0	0	0	0	0	0	
0.415663	0.423378	0.535941	0.590723	0.110124	0.828463	0.502676	0.443423	318.501	15.2308	2.42468	0	0	0	0	0	0	0	0	
0.332686	0.423378	0.535941	0.513832	0.29844	0.872269	0.502676	0.642896	323.987	49.0421	2.40672	0	0	0	0	0	0	0	0	
0.372194	0.77624	0.654716	0.608556	0.588008	0.411728	0.533241	0.924426	308.073	212.671	2.41361	0	0	0	0	0	0	0	0	
0.0485622	0.146281	0.399857	0.408642	0.47916	0.206962	0.21346	0.424146	155.128	2.60958	2.4356	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.749525	0.465097	0.227721	0.330077	0.521235	0.352776	483.197	474.631	2.45195	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.749525	0.465097	0.227721	0.330077	0.16088	0.45363	368.2	326.249	2.46603	0	0	0	0	0	0	0	0	
0.0996441	0.777312	0.749525	0.690523	0.227721	0.240692	0.521235	0.655362	211.786	11.0497	2.35134	0	0	0	0	0	0	0	0	
0.29257	0.668938	0.520919	0.521658	0.260354	0.616189	0.635624	0.330464	402.555	342.38	2.44679	0	0	0	0	0	0	0	0	
0.372194	0.825329	0.654716	0.608556	0.639699	0.411728	0.402378	0.908957	240.305	63.9298	2.41017	0	0	0	0	0	0	0	0	
0.390587	0.304457	0.469083	0.881345	0.208803	0.444067	0.554539	0.42851	211.284	19.2418	2.39852	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.734702	0.465097	0.295124	0.330077	0.635593	0.352776	276.045	236.793	2.41865	0	0	0	0	0	0	0	0	
0.390587	0.29063	0.303635	0.971029	0.208803	0.444067	0.554539	0.433288	152.759	185.296	2.39238	0	0	0	0	0	0	0	0	
0.236102	0.303756	0.448134	0.408706	0.947486	0.928659	0.811045	0.346326	337.96	6.14983	2.45038	0	0	0	0	0	0	0	0	
0.111838	0.420077	0.654716	0.608556	0.639699	0.343071	0.37023	0.817213	156.407	1.7665	2.35101	0	0	0	0	0	0	0	0	
0.351517	0.190475	0.700452	0.618639	0.507158	0.168693	0.452816	0.66097	203.253	26.6717	2.43737	0	0	0	0	0	0	0	0	
0.943271	0.954785	0.662043	0.783524	0.221359	0.276998	0.721881	0.00440942	18.3848	197.664	2.42842	0	0	0	0	0	0	0	0	
0.236102	0.303756	0.448134	0.477743	0.964245	0.928659	0.695584	0.346326	241.472	3.4	2.40146	0	0	0	0	0	0	0	0	
0.807017	0.425616	0.429245	0.854744	0.81671	0.475848	0.976856	0.883989	414.06	271.223	2.4314	0	0	0	0	0	0	0	0	
0.12154	0.791956	0.545688	0.747084	0.260354	0.616189	0.635624	0.723429	192.006	14.7544	2.45409	0	0	0	0	0	0	0	0	
0.390587	0.180405	0.303635	0.971029	0.208803	0.433539	0.345651	0.433288	201.374	471.262	2.36058	0	0	0	0	0	0	0	0	
0.184017	0.28993	0.282686	0.485596	0.947486	0.830464	0.811045	0.351103	251.814	9.50586	2.4353	0	0	0	0	0	0	0	0	
0.351517	0.190475	0.700452	0.618639	0.507158	0.168693	0.0859116	0.9075	260.355	48.9775	2.43222	0	0	0	0	0	0	0	0	
0.0639772	0.752922	0.433917	0.336031	0.490496	0.232135	0.330964	0.824332	241.967	321.742	2.37963	0	0	0	0	0	0	0	0	
0.486339	0.161389	0.659788	0.580179	0.68996	0.417246	0.694216	0.49495	373.965	57.8371	2.39211	0	0	0	0	0	0	0	0	
0.406783	0.386816	0.904228	0.627073	0.521758	0.363337	0.0632064	0.635029	223.006	17.9539	2.42663	0	0	0	0	0	0	0	0	
0.162405	0.333209	0.853332	0.56755	0.389241	0.322627	0.0945106	0.180683	192.329	10.8951	2.40928	0	0	0	0	0	0	0	0	
0.406783	0.386816	0.904228	0.627073	0.521758	0.222793	0.0511699	0.635029	299.063	26.1717	2.41842	0	0	0	0	0	0	0	0	
0.34404	0.154277	0.90221	0.596308	0.714211	0.511197	0.699801	0.634683	230.195	34.464	2.42726	0	0	0	0	0	0	0	0	
0.479103	0.337692	0.472365	0.640513	0.596113	0.909038	0.441787	0.194871	416.336	167.707	2.37933	0	0	0	0	0	0	0	0	
0.351517	0.190475	0.700452	0.618639	0.507158	0	0.0859116	1	206.744	22.3632	2.40961	0	0	0	0	0	0	0	0	
0.406783	0.459421	0.904228	0.627073	0.594344	0.222793	0.0511699	0.635029	273.23	22.9979	2.3839	0	0	0	0	0	0	0	0	
0.133302	0.715474	0.840404	0.851055	0.66141	0.329217	0.406761	0.575718	214.739	3.10238	2.42549	0	0	0	0	0	0	0	0	
0.38877	0.191949	0.393025	0.703627	0.714211	0.218133	0.168326	0.708941	208.555	162.506	2.41442	0	0	0	0	0	0	0	0	
0.165415	0.791956	0.666181	0.747084	0.260354	0.616189	0.264248	0.723429	234.137	12.6838	2.42753	0	0	0	0	0	0	0	0	
0.503495	0.337692	0.330801	0.729211	0.596113	0.965139	0.441787	0.282986	367.321	494.927	2.42155	0	0	0	0	0	0	0	0	
0.34404	0.191949	0.40543	0.714401	0.714211	0.218133	0.699801	0.634683	223.574	39.2767	2.43723	0	0	0	0	0	0	0	0	
0.406783	0.386816	1	0.540645	0.582979	0.222793	0.0784732	0.635029	295.208	26.7748	2.42031	0	0	0	0	0	0	0	0	
0.0266778	0.569764	0.319191	0.308878	0.830283	0.250241	0.60679	0.593256	231.193	230.643	2.3756	0	0	0	0	0	0	0	0	
0.332686	0.423378	0.535941	0.603351	0.29844	0.872269	0	0.499212	345.236	34.7638	2.43746	0	0	0	0	0	0	0	0	
0.0849717	0.643054	0.875381	0.694486	0.66141	0.416496	0.550631	0.430724	269.446	18.4033	2.42825	0	0	0	0	0	0	0	0	
0.796642	0.269138	0.96323	0.846381	0.635351	0.704435	0.893858	0.330903	465.046	54.7145	2.3838	0	0	0	0	0	0	0	0	
0.230168	0.715474	0.875381	0.784006	0.66141	0.329217	0.0374255	0.430724	264.532	22.1049	2.41492	0	0	0	0	0	0	0	0	
0.0531074	0.826864	0.5087	0.238332	0.892415	0.384736	0.410244	0.974667	482.442	487.563	2.40423	0	0	0	0	0	0	0	0	
0.438857	0.945225	0.978169	0.622584	0.823661	0.0935098	0.0473821	0.810509	342.559	344.087	2.40705	0	0	0	0	0	0	0	0	
0.00147616	0.699496	0.632179	0.985608	0	0.864756	0.452061	0.426418	187.187	20.9408	2.45286	0	0	0	0	0	0	0	0	



#Generation 3 / 200
currentGen	3
evaluateCount	150
totalTime	44.6512
firstFrontCount	1
frontCount	46
avgEvalTime	0.283263
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.365041	0.370724	0.291647	0.416176	0.603478	0.67986	0.58626	0.853952	497.022	229.726	2.42438	0	0	0	0	0	0	0	0	
0.308918	0.551534	0.399857	0.408642	0.278335	0.27562	0.220156	0.424146	348.354	249.201	2.39346	0	0	0	0	0	0	0	0	
0.164462	0.191256	0.13086	0.186011	0.392319	0.0433027	0.500569	0.619987	208.081	42.8785	2.34315	0	0	0	0	0	0	0	0	
0.0485622	0.146281	0.399857	0.408642	0.278335	0.206962	0.220156	0.424146	162.585	2.35482	2.50757	0	0	0	0	0	0	0	0	
0.384883	0.536286	0.535941	0.513832	0.297411	0.823631	0.624299	0.511517	443.594	210.179	2.42241	0	0	0	0	0	0	0	0	
0.479103	0.406514	0.301434	0.640513	0.469049	0.464361	0.441787	0.318296	293.463	381.847	2.38103	0	0	0	0	0	0	0	0	
0.390952	0.441316	0.469083	0.881345	0.208803	0.367499	0.435887	0.42851	233.707	23.7794	2.3857	0	0	0	0	0	0	0	0	
0.332686	0.536286	0.535941	0.513832	0.328243	0.823631	0.624299	0.511517	283.548	194.637	2.36505	0	0	0	0	0	0	0	0	
0.415663	0.423378	0.535941	0.590723	0.110124	0.828463	0.502676	0.443423	318.501	15.2308	2.42468	0	0	0	0	0	0	0	0	
0.415663	0.536827	0.535941	0.590723	0.307341	0.828463	0.577547	0.443423	348.459	14.3688	2.40695	0	0	0	0	0	0	0	0	
0.372194	0.748317	0.59519	0.608556	0.592713	0.411728	0.516358	0.800597	284.944	264.655	2.42234	0	0	0	0	0	0	0	0	
0.332686	0.423378	0.535941	0.513832	0.29844	0.872269	0.502676	0.642896	323.987	49.0421	2.40672	0	0	0	0	0	0	0	0	
0.372194	0.77624	0.654716	0.608556	0.588008	0.411728	0.533241	0.924426	308.073	212.671	2.41361	0	0	0	0	0	0	0	0	
0.372194	0.77624	0.654716	0.608556	0.588008	0.411728	0.533241	0.924426	224.797	26.698	2.40538	0	0	0	0	0	0	0	0	
0.335351	0.777312	0.749525	0.465097	0.151383	0.330077	0.521235	0.352776	421.236	482.025	2.42299	0	0	0	0	0	0	0	0	
0.0485622	0.146281	0.399857	0.408642	0.47916	0.206962	0.21346	0.424146	155.128	2.60958	2.4356	0	0	0	0	0	0	0	0	
0.12154	0.572928	0.545688	0.747084	0.260354	0.616189	0.635624	0.723429	238.371	53.5288	2.42355	0	0	0	0	0	0	0	0	
0.162405	0.333209	0.186335	0.381079	0.389241	0.322627	0.0945106	0.180683	166.865	283.188	2.38151	0	0	0	0	0	0	0	0	
0.227683	0.564096	0.602584	0.559217	0.639699	0.343071	0.37023	0.817213	233.474	3.9001	2.46021	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.749525	0.465097	0.227721	0.330077	0.521235	0.352776	483.197	474.631	2.45195	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.749525	0.465097	0.227721	0.330077	0.16088	0.45363	368.2	326.249	2.46603	0	0	0	0	0	0	0	0	
0.0996441	0.777312	0.749525	0.690523	0.227721	0.240692	0.521235	0.655362	211.786	11.0497	2.35134	0	0	0	0	0	0	0	0	
0.0996441	0.777312	0.749525	0.690523	0.227721	0.240692	0.521235	0.655362	218.887	2.50849	2.40631	0	0	0	0	0	0	0	0	
0.29257	0.668938	0.520919	0.521658	0.260354	0.616189	0.635624	0.330464	402.555	342.38	2.44679	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.811033	0.602251	0.227721	0.330077	0.184083	0.418048	256.107	95.7257	2.41358	0	0	0	0	0	0	0	0	
0.372194	0.825329	0.654716	0.608556	0.639699	0.411728	0.402378	0.908957	240.305	63.9298	2.41017	0	0	0	0	0	0	0	0	
0.0996441	0.777312	0.681166	0.705178	0.227721	0.240692	0.521235	0.655362	195.078	24.2518	2.43349	0	0	0	0	0	0	0	0	
0.390587	0.304457	0.469083	0.881345	0.208803	0.444067	0.554539	0.42851	211.284	19.2418	2.39852	0	0	0	0	0	0	0	0	
0.361025	0.304457	0.469083	0.881345	0.399833	0.444067	0.554539	0.42851	173.121	2.80689	2.45338	0	0	0	0	0	0	0	0	
0.390587	0.304457	0.469083	0.881345	0.208803	0.444067	0.554539	0.42851	168.671	11.9429	2.3823	0	0	0	0	0	0	0	0	
0.239666	0.292894	0.448134	0.477743	0.716355	0.873224	0.695584	0.346326	225.269	2.91533	2.40125	0	0	0	0	0	0	0	0	
0.351517	0.106666	0.700452	0.618639	0.507158	0.334347	0.452816	0.66097	216.931	29.2237	2.42038	0	0	0	0	0	0	0	0	
0.390587	0.304457	0.469083	0.881345	0.208803	0.58865	0.391722	0.42851	199.302	23.1429	2.36329	0	0	0	0	0	0	0	0	
0.270674	0.482331	0.778183	0.560051	0.227721	0.337523	0.628659	0.352776	292.903	15.3219	2.46705	0	0	0	0	0	0	0	0	
0.270674	0.777312	0.734702	0.465097	0.295124	0.330077	0.635593	0.352776	276.045	236.793	2.41865	0	0	0	0	0	0	0	0	
0.270674	0.633293	0.781177	0.514435	0.170162	0.330077	0.635593	0.352776	300.705	374.619	2.41928	0	0	0	0	0	0	0	0	
0.390587	0.29063	0.303635	0.971029	0.208803	0.444067	0.554539	0.433288	152.759	185.296	2.39238	0	0	0	0	0	0	0	0	
0.372194	0.77624	0.723075	0.629669	0.738451	0.338607	0.533241	0.750223	232.919	122.532	2.41394	0	0	0	0	0	0	0	0	
0.0403555	0.146281	0.399857	0.408642	0.47916	0.0359054	0.21346	0.508993	157.93	13.3048	2.39183	0	0	0	0	0	0	0	0	
0.236102	0.303756	0.448134	0.408706	0.947486	0.928659	0.811045	0.346326	337.96	6.14983	2.45038	0	0	0	0	0	0	0	0	
0.390587	0.180405	0.303635	0.971029	0.208803	0.433539	0.409748	0.433288	178.517	322.952	2.42255	0	0	0	0	0	0	0	0	
0.303364	0.259512	0.303635	0.971029	0.456693	0.483677	0.554539	0.433288	192.637	13.5034	2.37564	0	0	0	0	0	0	0	0	
0.111838	0.420077	0.654716	0.608556	0.639699	0.343071	0.37023	0.817213	156.407	1.7665	2.35101	0	0	0	0	0	0	0	0	
0.351517	0.190475	0.700452	0.618639	0.507158	0.168693	0.452816	0.66097	203.253	26.6717	2.43737	0	0	0	0	0	0	0	0	
0.162405	0.333209	0.718094	0.638652	0.389241	0.322627	0.0945106	0.180683	191.457	17.6312	2.42997	0	0	0	0	0	0	0	0	
0.943271	0.954785	0.662043	0.783524	0.221359	0.276998	0.721881	0.00440942	18.3848	197.664	2.42842	0	0	0	0	0	0	0	0	
0.236102	0.303756	0.448134	0.477743	0.964245	0.928659	0.695584	0.346326	241.472	3.4	2.40146	0	0	0	0	0	0	0	0	
0.807017	0.425616	0.429245	0.854744	0.81671	0.475848	0.976856	0.883989	414.06	271.223	2.4314	0	0	0	0	0	0	0	0	
0.340023	0.409504	0.700452	0.618639	0.507158	0	0.0859116	1	207.35	2.72877	2.41156	0	0	0	0	0	0	0	0	
0.12154	0.791956	0.545688	0.747084	0.260354	0.616189	0.635624	0.723429	192.006	14.7544	2.45409	0	0	0	0	0	0	0	0	



#Generation 4 / 200
currentGen	4
evaluateCount	200
totalTime	58.4952
firstFrontCount	1
frontCount	43
avgEvalTime	0.272659
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Obj1	Obj2	Obj3	Cons1	Cons2	Cons3	Cons4	Cons5	Cons6	Cons7	Cons8	
0.365041	0.370724	0.291647	0.416176	0.182024	0.67986	0.587606	0.853952	429.62	8.25393	2.42344	0	0	0	0	0	0	0	0	
0.365041	0.370724	0.291647	0.416176	0.603478	0.67986	0.58626	0.853952	497.022	229.726	2.42438	0	0	0	0	0	0	0	0	
0.308918	0.551534	0.439396	0.408642	0.278335	0.27562	0.380235	0.465309	305.115	164.634	2.38123	0	0	0	0	0	0	0	0	
0.308918	0.551534	0.399857	0.408642	0.278335	0.27562	0.220156	0.424146	348.354	249.201	2.39346	0	0	0	0	0	0	0	0	
0.308918	0.54324	0.494077	0.408642	0.278335	0.174802	0.214968	0.424146	340.176	165.57	2.42458	0	0	0	0	0	0	0	0	
0.333441	0.441316	0.469083	0.642948	0.208803	0.420114	0.510688	0.42851	252.225	4.43634	2.44214	0	0	0	0	0	0	0	0	
0.433515	0.536286	0.535941	0.513832	0.297411	0.823631	0.624299	0.511517	375.42	111.786	2.41304	0	0	0	0	0	0	0	0	
0.308918	0.551534	0.430513	0.408642	0.38577	0.201468	0.220156	0.427939	258.217	11.8723	2.40609	0	0	0	0	0	0	0	0	
0.164462	0.191256	0.13086	0.186011	0.392319	0.0433027	0.500569	0.619987	208.081	42.8785	2.34315	0	0	0	0	0	0	0	0	
0.0485622	0.146281	0.399857	0.408642	0.278335	0.206962	0.220156	0.424146	162.585	2.35482	2.50757	0	0	0	0	0	0	0	0	
0.0485622	0.1774	0.399857	0.408642	0.278335	0.206962	0.220156	0.580969	156.706	4.72406	2.44804	0	0	0	0	0	0	0	0	
0.415159	0.541563	0.749525	0.690523	0.227721	0.108329	0.526227	0.846598	227.498	3.34895	2.43104	0	0	0	0	0	0	0	0	
0.384883	0.536286	0.535941	0.513832	0.297411	0.823631	0.624299	0.511517	443.594	210.179	2.42241	0	0	0	0	0	0	0	0	
0.384883	0.536286	0.524258	0.513832	0.299941	0.823631	0.624299	0.511517	264.945	28.4777	2.43742	0	0	0	0	0	0	0	0	
0.384883	0.536286	0.535941	0.513832	0.297411	0.823631	0.577743	0.511517	306.336	101.516	2.39298	0	0	0	0	0	0	0	0	
0.479103	0.406514	0.301434	0.640513	0.469049	0.464361	0.441787	0.318296	293.463	381.847	2.38103	0	0	0	0	0	0	0	0	
0.390952	0.441316	0.469083	0.881345	0.208803	0.367499	0.435887	0.42851	233.707	23.7794	2.3857	0	0	0	0	0	0	0	0	
0.332686	0.536286	0.535941	0.513832	0.328243	0.823631	0.624299	0.511517	283.548	194.637	2.36505	0	0	0	0	0	0	0	0	
0.479103	0.406514	0.301434	0.57284	0.469049	0.344237	0.441787	0.318296	347.268	352.976	2.41962	0	0	0	0	0	0	0	0	
0.157175	0.29497	0.335753	0.408642	0.47916	0.206962	0.21346	0.510549	219.951	3.84318	2.42614	0	0	0	0	0	0	0	0	
0.415663	0.431672	0.44172	0.590723	0.110124	0.775317	0.502676	0.424029	351.607	13.9411	2.43088	0	0	0	0	0	0	0	0	
0.248733	0.146281	0.602184	0.431529	0.278335	0.206962	0.220156	0.424146	221.824	22.6777	2.45327	0	0	0	0	0	0	0	0	
0.390952	0.441316	0.402175	0.881345	0.208803	0.367499	0.435887	0.42851	190.997	8.11332	2.42452	0	0	0	0	0	0	0	0	
0.415663	0.423378	0.535941	0.590723	0.110124	0.828463	0.502676	0.443423	318.501	15.2308	2.42468	0	0	0	0	0	0	0	0	
0.415663	0.536827	0.535941	0.590723	0.307341	0.828463	0.577547	0.443423	348.459	14.3688	2.40695	0	0	0	0	0	0	0	0	
0.372194	0.748317	0.59519	0.608556	0.592713	0.411728	0.516358	0.800597	284.944	264.655	2.42234	0	0	0	0	0	0	0	0	
0.332686	0.423378	0.535941	0.513832	0.29844	0.872269	0.502676	0.642896	323.987	49.0421	2.40672	0	0	0	0	0	0	0	0	
0.372194	0.77624	0.654716	0.608556	0.588008	0.411728	0.533241	0.924426	308.073	212.671	2.41361	0	0	0	0	0	0	0	0	
0.372194	0.77624	0.654716	0.608556	0.588008	0.411728	0.533241	0.924426	224.797	26.698	2.40538	0	0	0	0	0	0	0	0	
